OrderID,OrderDate,ProductName,Category,Region,Quantity,Price,Revenue
ORD000348,2023-08-09,BetaLaptop,Electronics,East,10.0,32.2,322.0
ORD000349,2023-09-07,IotaLamp,Home,East,1.0,193.56,193.56
ORD000350,2023-04-23,ZetaNotebook,Office Supplies,North,1.0,316.67,316.67
ORD000351,2023-04-15,OmegaChair,Furniture,South,3.0,256.54,769.62
ORD000352,2023-05-11,OmegaChair,Furniture,East,2.0,429.68,859.36
ORD000353,2023-01-04,ThetaPen,Office Supplies,West,3.0,332.76,998.28
ORD000354,2023-03-08,ZetaNotebook,Office Supplies,South,9.0,89.84,808.56
ORD000355,2023-10-14,SigmaDesk,Furniture,North,7.0,44.58,312.06
ORD000356,2023-01-22,ZetaNotebook,Office Supplies,North,8.0,324.79,2598.32
ORD000357,2023-02-09,SigmaDesk,Furniture,West,10.0,22.99,229.9
ORD000358,2023-07-27,ZetaNotebook,Office Supplies,East,2.0,297.03,594.06
ORD000359,2023-07-27,AlphaPhone,Electronics,East,3.0,470.71,1412.13
ORD000360,2023-11-13,ThetaPen,Office Supplies,East,2.0,291.98,583.96
ORD000361,2023-08-12,BetaLaptop,Electronics,South,7.0,200.2,1401.4
ORD000362,2023-10-29,ZetaNotebook,Office Supplies,North,7.0,325.21,2276.47
ORD000363,2023-06-08,SigmaDesk,Furniture,South,6.0,234.54,1407.24
ORD000364,2023-03-28,BetaLaptop,Electronics,North,9.0,277.35,2496.15
ORD000365,2023-09-19,DeltaCharger,Accessories,East,6.0,471.32,2827.92
ORD000366,2023-11-27,GammaHeadset,Accessories,South,2.0,199.19,398.38
ORD000367,2023-03-16,OmegaChair,Furniture,South,3.0,480.98,1442.94
ORD000368,2023-11-05,GammaHeadset,Accessories,North,3.0,453.62,1360.86
ORD000369,2023-11-18,ThetaPen,Office Supplies,West,10.0,105.94,1059.4
ORD000370,2023-10-24,ThetaPen,Office Supplies,East,6.0,43.99,263.94
ORD000371,2023-03-19,ThetaPen,Office Supplies,North,8.0,59.38,475.04
ORD000372,2023-08-15,OmegaChair,Furniture,East,10.0,18.93,189.3
ORD000373,2023-01-29,SigmaDesk,Furniture,North,5.0,56.28,281.4
ORD000374,2023-08-25,ThetaPen,Office Supplies,North,1.0,344.67,344.67
ORD000375,2023-07-08,OmegaChair,Furniture,North,2.0,44.88,89.76
ORD000376,2023-11-11,KappaMug,Home,West,8.0,166.3,1330.4
ORD000377,2023-10-25,IotaLamp,Home,North,8.0,423.99,3391.92
ORD000378,2023-10-20,DeltaCharger,Accessories,East,10.0,21.4,214.0
ORD000379,2023-09-01,IotaLamp,Home,South,1.0,409.09,409.09
ORD000380,2023-08-19,BetaLaptop,Electronics,East,2.0,148.11,296.22
ORD000381,2023-09-16,GammaHeadset,Accessories,North,4.0,67.9,271.6
ORD000382,2023-12-29,ThetaPen,Office Supplies,West,9.0,351.4,3162.6
ORD000383,2023-09-25,KappaMug,Home,South,6.0,318.18,1909.08
ORD000384,2023-07-10,OmegaChair,Furniture,West,7.0,439.96,3079.72
ORD000385,2023-06-23,KappaMug,Home,North,6.0,370.18,2221.08
ORD000386,2023-02-03,SigmaDesk,Furniture,North,9.0,403.71,3633.39
ORD000387,2023-12-14,ZetaNotebook,Office Supplies,East,5.0,148.2,741.0
ORD000388,2023-12-03,KappaMug,Home,South,6.0,96.95,581.7
ORD000389,2023-02-11,KappaMug,Home,South,6.0,377.8,2266.8
ORD000390,2023-06-08,ZetaNotebook,Office Supplies,South,10.0,405.35,4053.5
ORD000391,2023-12-29,BetaLaptop,Electronics,East,9.0,495.35,4458.15
ORD000392,2023-07-12,SigmaDesk,Furniture,South,9.0,212.18,1909.62
ORD000393,2023-02-17,ZetaNotebook,Office Supplies,East,1.0,192.29,192.29
ORD000394,2023-07-05,OmegaChair,Furniture,South,4.0,390.44,1561.76
ORD000395,2023-06-24,ThetaPen,Office Supplies,South,4.0,176.99,707.96
ORD000396,2023-03-12,GammaHeadset,Accessories,North,5.0,466.07,2330.35
ORD000397,2023-02-21,IotaLamp,Home,North,6.0,430.62,2583.72
ORD000398,2023-11-13,GammaHeadset,Accessories,West,3.0,220.21,660.63
ORD000399,2023-03-25,GammaHeadset,Accessories,South,8.0,377.93,3023.44
ORD000400,2023-01-23,ZetaNotebook,Office Supplies,East,4.0,379.73,1518.92
ORD000401,2023-08-16,KappaMug,Home,East,8.0,60.53,484.24
ORD000402,2023-04-30,IotaLamp,Home,South,5.0,452.25,2261.25
ORD000403,2023-08-29,DeltaCharger,Accessories,East,10.0,257.57,2575.7
ORD000404,2023-08-14,ThetaPen,Office Supplies,East,7.0,414.96,2904.72
ORD000405,2023-09-15,IotaLamp,Home,West,3.0,166.82,500.46
ORD000406,2023-04-13,KappaMug,Home,South,5.0,448.81,2244.05
ORD000407,2023-01-27,ThetaPen,Office Supplies,East,9.0,200.71,1806.39
ORD000408,2023-02-22,IotaLamp,Home,North,5.0,15.31,76.55
ORD000409,2023-02-12,GammaHeadset,Accessories,East,8.0,453.64,3629.12
ORD000410,2023-09-20,GammaHeadset,Accessories,West,2.0,54.73,109.46
ORD000411,2023-04-24,ThetaPen,Office Supplies,East,1.0,166.46,166.46
ORD000412,2023-08-01,AlphaPhone,Electronics,West,9.0,475.53,4279.77
ORD000413,2023-07-11,DeltaCharger,Accessories,West,2.0,475.8,951.6
ORD000414,2023-07-11,DeltaCharger,Accessories,North,6.0,290.98,1745.88
ORD000415,2023-02-20,SigmaDesk,Furniture,South,3.0,319.6,958.8
ORD000416,2023-01-20,OmegaChair,Furniture,West,3.0,229.74,689.22
ORD000417,2023-12-28,ThetaPen,Office Supplies,West,10.0,153.67,1536.7
ORD000418,2023-01-03,BetaLaptop,Electronics,North,5.0,171.05,855.25
ORD000419,2023-04-21,GammaHeadset,Accessories,West,2.0,339.53,679.06
ORD000420,2023-05-28,DeltaCharger,Accessories,East,2.0,378.66,757.32
ORD000421,2023-01-25,DeltaCharger,Accessories,West,10.0,397.87,3978.7
ORD000422,2023-08-23,BetaLaptop,Electronics,North,8.0,396.91,3175.28
ORD000423,2023-11-02,IotaLamp,Home,North,9.0,54.69,492.21
ORD000424,2023-10-22,DeltaCharger,Accessories,South,5.0,252.27,1261.35
ORD000425,2023-08-08,AlphaPhone,Electronics,East,4.0,38.2,152.8
ORD000426,2023-10-20,ZetaNotebook,Office Supplies,South,2.0,279.27,558.54
ORD000427,2023-09-26,SigmaDesk,Furniture,North,9.0,226.35,2037.15
ORD000428,2023-10-06,IotaLamp,Home,North,7.0,444.98,3114.86
ORD000429,2023-08-29,AlphaPhone,Electronics,West,6.0,181.95,1091.7
ORD000430,2023-05-10,AlphaPhone,Electronics,East,2.0,67.36,134.72
ORD000431,2023-06-26,DeltaCharger,Accessories,North,10.0,80.07,800.7
ORD000432,2023-06-20,GammaHeadset,Accessories,North,6.0,383.14,2298.84
ORD000433,2023-10-07,SigmaDesk,Furniture,South,8.0,312.93,2503.44
ORD000434,2023-12-23,ThetaPen,Office Supplies,South,3.0,59.55,178.65
ORD000435,2023-02-02,ThetaPen,Office Supplies,North,5.0,51.21,256.05
ORD000436,2023-04-14,AlphaPhone,Electronics,South,1.0,353.47,353.47
ORD000437,2023-06-11,OmegaChair,Furniture,West,9.0,45.65,410.85
ORD000438,2023-08-31,OmegaChair,Furniture,North,4.0,412.71,1650.84
ORD000439,2023-05-27,SigmaDesk,Furniture,North,6.0,356.06,2136.36
ORD000440,2023-05-20,BetaLaptop,Electronics,East,7.0,49.86,349.02
ORD000441,2023-07-24,ThetaPen,Office Supplies,West,6.0,51.57,309.42
ORD000442,2023-04-06,ThetaPen,Office Supplies,West,6.0,493.45,2960.7
ORD000443,2023-09-23,OmegaChair,Furniture,North,7.0,193.39,1353.73
ORD000444,2023-02-10,ZetaNotebook,Office Supplies,South,9.0,191.61,1724.49
ORD000445,2023-05-31,SigmaDesk,Furniture,North,2.0,408.27,816.54
ORD000446,2023-06-17,OmegaChair,Furniture,East,8.0,474.15,3793.2
ORD000447,2023-11-05,ZetaNotebook,Office Supplies,South,8.0,493.14,3945.12
ORD000448,2023-06-29,ThetaPen,Office Supplies,North,6.0,379.16,2274.96
ORD000449,2023-11-11,ZetaNotebook,Office Supplies,East,1.0,194.37,194.37
ORD000450,2023-02-08,ZetaNotebook,Office Supplies,East,9.0,50.92,458.28
ORD000451,2023-12-14,GammaHeadset,Accessories,North,3.0,390.8,1172.4
ORD000452,2023-11-08,ThetaPen,Office Supplies,North,3.0,283.62,850.86
ORD000453,2023-02-04,DeltaCharger,Accessories,East,6.0,217.87,1307.22
ORD000454,2023-07-16,KappaMug,Home,North,10.0,454.11,4541.1
ORD000455,2023-03-20,ThetaPen,Office Supplies,East,6.0,64.49,386.94
ORD000456,2023-08-16,BetaLaptop,Electronics,South,9.0,251.39,2262.51
ORD000457,2023-07-07,ZetaNotebook,Office Supplies,East,5.0,15.56,77.8
ORD000458,2023-05-08,BetaLaptop,Electronics,North,3.0,239.64,718.92
ORD000459,2023-09-13,IotaLamp,Home,West,9.0,37.59,338.31
ORD000460,2023-03-02,OmegaChair,Furniture,East,8.0,68.22,545.76
ORD000461,2023-04-20,KappaMug,Home,East,8.0,67.59,540.72
ORD000462,2023-04-13,BetaLaptop,Electronics,South,2.0,328.11,656.22
ORD000463,2023-08-20,GammaHeadset,Accessories,West,2.0,375.56,751.12
ORD000464,2023-12-16,SigmaDesk,Furniture,East,2.0,295.85,591.7
ORD000465,2023-10-09,IotaLamp,Home,East,5.0,481.46,2407.3
ORD000466,2023-03-22,GammaHeadset,Accessories,East,9.0,193.69,1743.21
ORD000467,2023-04-25,BetaLaptop,Electronics,South,3.0,150.0,450.0
ORD000468,2023-05-02,ThetaPen,Office Supplies,North,6.0,435.61,2613.66
ORD000469,2023-10-11,KappaMug,Home,East,8.0,119.56,956.48
ORD000470,2023-10-10,GammaHeadset,Accessories,North,2.0,481.98,963.96
ORD000471,2023-06-08,ZetaNotebook,Office Supplies,West,9.0,15.96,143.64
ORD000472,2023-07-30,ZetaNotebook,Office Supplies,North,3.0,485.24,1455.72
ORD000473,2023-06-12,BetaLaptop,Electronics,West,8.0,31.15,249.2
ORD000474,2023-12-15,IotaLamp,Home,East,3.0,446.66,1339.98
ORD000475,2023-10-10,KappaMug,Home,South,3.0,268.57,805.71
ORD000476,2023-08-10,IotaLamp,Home,North,2.0,496.55,993.1
ORD000477,2023-09-23,GammaHeadset,Accessories,East,3.0,46.16,138.48
ORD000478,2023-03-24,SigmaDesk,Furniture,South,6.0,281.39,1688.34
ORD000479,2023-09-23,OmegaChair,Furniture,North,5.0,484.96,2424.8
ORD000480,2023-04-11,IotaLamp,Home,East,3.0,266.32,798.96
ORD000481,2023-11-17,OmegaChair,Furniture,North,9.0,318.41,2865.69
ORD000482,2023-11-25,GammaHeadset,Accessories,South,3.0,350.92,1052.76
ORD000483,2023-12-04,KappaMug,Home,East,10.0,232.73,2327.3
ORD000484,2023-01-22,AlphaPhone,Electronics,North,1.0,317.5,317.5
ORD000485,2023-11-25,KappaMug,Home,East,4.0,296.31,1185.24
ORD000486,2023-10-20,ZetaNotebook,Office Supplies,North,8.0,451.57,3612.56
ORD000487,2023-11-18,IotaLamp,Home,East,5.0,32.27,161.35
ORD000488,2023-09-05,DeltaCharger,Accessories,West,5.0,147.67,738.35
ORD000489,2023-08-21,BetaLaptop,Electronics,North,3.0,475.7,1427.1
ORD000490,2023-08-14,ZetaNotebook,Office Supplies,West,8.0,446.23,3569.84
ORD000491,2023-04-15,SigmaDesk,Furniture,South,6.0,233.27,1399.62
ORD000492,2023-06-13,SigmaDesk,Furniture,West,3.0,313.86,941.58
ORD000493,2023-07-09,IotaLamp,Home,North,6.0,145.92,875.52
ORD000494,2023-05-04,ThetaPen,Office Supplies,North,5.0,102.18,510.9
ORD000495,2023-08-19,DeltaCharger,Accessories,South,2.0,237.21,474.42
ORD000496,2023-01-26,OmegaChair,Furniture,West,10.0,183.14,1831.4
ORD000497,2023-08-03,DeltaCharger,Accessories,South,6.0,295.99,1775.94
ORD000498,2023-10-23,SigmaDesk,Furniture,South,3.0,48.09,144.27
ORD000499,2023-09-13,IotaLamp,Home,West,8.0,487.45,3899.6
ORD000500,2023-06-07,ThetaPen,Office Supplies,North,2.0,493.24,986.48
ORD000501,2023-07-21,IotaLamp,Home,West,4.0,352.1,1408.4
ORD000502,2023-04-21,KappaMug,Home,East,1.0,272.69,272.69
ORD000503,2023-01-26,OmegaChair,Furniture,West,10.0,161.67,1616.7
ORD000504,2023-12-01,ThetaPen,Office Supplies,East,9.0,408.76,3678.84
ORD000505,2023-01-05,BetaLaptop,Electronics,West,3.0,345.52,1036.56
ORD000506,2023-05-16,SigmaDesk,Furniture,West,6.0,89.68,538.08
ORD000507,2023-01-24,ZetaNotebook,Office Supplies,North,10.0,456.35,4563.5
ORD000508,2023-10-15,DeltaCharger,Accessories,East,9.0,413.04,3717.36
ORD000509,2023-05-28,BetaLaptop,Electronics,West,9.0,475.4,4278.6
ORD000510,2023-08-19,IotaLamp,Home,East,10.0,365.6,3656.0
ORD000511,2023-12-15,KappaMug,Home,North,3.0,310.57,931.71
ORD000512,2023-02-19,ZetaNotebook,Office Supplies,East,6.0,214.94,1289.64
ORD000513,2023-10-13,SigmaDesk,Furniture,South,4.0,467.04,1868.16
ORD000514,2023-11-05,IotaLamp,Home,West,9.0,434.37,3909.33
ORD000515,2023-01-21,AlphaPhone,Electronics,North,3.0,32.16,96.48
ORD000516,2023-06-20,ThetaPen,Office Supplies,West,3.0,22.92,68.76
ORD000517,2023-11-07,IotaLamp,Home,South,6.0,194.47,1166.82
ORD000518,2023-11-10,SigmaDesk,Furniture,South,7.0,407.17,2850.19
ORD000519,2023-11-12,OmegaChair,Furniture,East,9.0,493.77,4443.93
ORD000520,2023-09-18,IotaLamp,Home,West,10.0,83.7,837.0
ORD000521,2023-06-03,ThetaPen,Office Supplies,North,6.0,301.12,1806.72
ORD000522,2023-06-19,BetaLaptop,Electronics,West,10.0,196.64,1966.4
ORD000523,2023-06-07,AlphaPhone,Electronics,West,5.0,485.26,2426.3
ORD000524,2023-12-02,KappaMug,Home,South,1.0,422.64,422.64
ORD000525,2023-10-26,ThetaPen,Office Supplies,South,9.0,420.78,3787.02
ORD000526,2023-11-19,KappaMug,Home,West,3.0,239.66,718.98
ORD000527,2023-12-15,DeltaCharger,Accessories,North,10.0,213.26,2132.6
ORD000528,2023-12-25,BetaLaptop,Electronics,South,1.0,143.97,143.97
ORD000529,2023-08-14,SigmaDesk,Furniture,West,3.0,37.62,112.86
ORD000530,2023-07-31,DeltaCharger,Accessories,West,9.0,433.71,3903.39
ORD000531,2023-11-10,ThetaPen,Office Supplies,North,3.0,408.32,1224.96
ORD000532,2023-09-23,DeltaCharger,Accessories,East,8.0,499.86,3998.88
ORD000533,2023-09-27,ZetaNotebook,Office Supplies,East,3.0,498.35,1495.05
ORD000534,2023-08-24,IotaLamp,Home,East,9.0,282.16,2539.44
ORD000535,2023-07-01,OmegaChair,Furniture,West,4.0,386.8,1547.2
ORD000536,2023-05-07,OmegaChair,Furniture,East,4.0,472.94,1891.76
ORD000537,2023-06-02,OmegaChair,Furniture,South,8.0,426.33,3410.64
ORD000538,2023-06-12,ThetaPen,Office Supplies,East,9.0,131.2,1180.8
ORD000539,2023-05-21,OmegaChair,Furniture,North,10.0,230.77,2307.7
ORD000540,2023-12-13,IotaLamp,Home,West,7.0,73.29,513.03
ORD000541,2023-06-26,GammaHeadset,Accessories,East,1.0,477.49,477.49
ORD000542,2023-05-28,BetaLaptop,Electronics,East,8.0,307.03,2456.24
ORD000543,2023-12-02,OmegaChair,Furniture,West,4.0,122.03,488.12
ORD000544,2023-04-14,IotaLamp,Home,East,9.0,339.13,3052.17
ORD000545,2023-12-23,OmegaChair,Furniture,South,2.0,312.88,625.76
ORD000546,2023-11-12,KappaMug,Home,South,4.0,185.5,742.0
ORD000547,2023-01-26,IotaLamp,Home,South,4.0,65.64,262.56
ORD000548,2023-01-27,BetaLaptop,Electronics,West,6.0,339.07,2034.42
ORD000549,2023-08-30,BetaLaptop,Electronics,South,1.0,264.95,264.95
ORD000550,2023-10-09,GammaHeadset,Accessories,West,8.0,388.44,3107.52
ORD000551,2023-09-02,DeltaCharger,Accessories,East,6.0,264.88,1589.28
ORD000552,2023-05-27,AlphaPhone,Electronics,North,10.0,427.57,4275.7
ORD000553,2023-04-29,IotaLamp,Home,North,3.0,280.43,841.29
ORD000554,2023-08-02,GammaHeadset,Accessories,North,7.0,284.86,1994.02
ORD000555,2023-09-11,GammaHeadset,Accessories,East,1.0,439.56,439.56
ORD000556,2023-01-05,OmegaChair,Furniture,North,6.0,207.71,1246.26
ORD000557,2023-05-26,ThetaPen,Office Supplies,West,3.0,75.67,227.01
ORD000558,2023-09-16,ThetaPen,Office Supplies,East,4.0,24.1,96.4
ORD000559,2023-02-27,SigmaDesk,Furniture,South,8.0,380.02,3040.16
ORD000560,2023-11-28,OmegaChair,Furniture,South,1.0,313.95,313.95
ORD000561,2023-06-22,OmegaChair,Furniture,South,3.0,355.0,1065.0
ORD000562,2023-11-09,ZetaNotebook,Office Supplies,West,9.0,114.35,1029.15
ORD000563,2023-06-17,BetaLaptop,Electronics,West,2.0,76.82,153.64
ORD000564,2023-04-05,GammaHeadset,Accessories,West,6.0,17.13,102.78
ORD000565,2023-05-08,AlphaPhone,Electronics,East,7.0,181.79,1272.53
ORD000566,2023-05-01,ThetaPen,Office Supplies,East,6.0,299.06,1794.36
ORD000567,2023-06-04,KappaMug,Home,North,5.0,202.2,1011.0
ORD000568,2023-12-01,SigmaDesk,Furniture,South,1.0,224.36,224.36
ORD000569,2023-12-08,BetaLaptop,Electronics,West,5.0,453.04,2265.2
ORD000570,2023-03-23,ZetaNotebook,Office Supplies,East,2.0,180.65,361.3
ORD000571,2023-11-24,OmegaChair,Furniture,East,10.0,261.85,2618.5
ORD000572,2023-04-24,DeltaCharger,Accessories,South,8.0,393.99,3151.92
ORD000573,2023-03-20,ThetaPen,Office Supplies,East,7.0,204.31,1430.17
ORD000574,2023-12-26,IotaLamp,Home,West,9.0,314.82,2833.38
ORD000575,2023-12-07,DeltaCharger,Accessories,South,10.0,432.56,4325.6
ORD000576,2023-02-11,IotaLamp,Home,West,9.0,475.27,4277.43
ORD000577,2023-12-27,SigmaDesk,Furniture,North,10.0,82.07,820.7
ORD000578,2023-02-27,AlphaPhone,Electronics,South,10.0,464.03,4640.3
ORD000579,2023-10-02,GammaHeadset,Accessories,South,6.0,251.14,1506.84
ORD000580,2023-09-24,ThetaPen,Office Supplies,North,4.0,136.54,546.16
ORD000581,2023-10-26,ThetaPen,Office Supplies,North,,234.98,2114.82
ORD000582,2023-08-17,AlphaPhone,Electronics,West,3.0,490.22,1470.66
ORD000583,2023-09-20,ZetaNotebook,Office Supplies,West,10.0,251.38,2513.8
ORD000584,2023-01-30,IotaLamp,Home,West,5.0,171.09,855.45
ORD000585,2023-01-12,ZetaNotebook,Office Supplies,East,1.0,320.37,320.37
ORD000586,2023-04-22,KappaMug,Home,North,1.0,127.67,127.67
ORD000587,2023-08-05,SigmaDesk,Furniture,North,9.0,47.17,424.53
ORD000588,2023-01-31,BetaLaptop,Electronics,West,1.0,73.15,73.15
ORD000589,2023-05-27,ZetaNotebook,Office Supplies,South,3.0,72.74,218.22
ORD000590,2023-11-25,ZetaNotebook,Office Supplies,East,7.0,84.43,591.01
ORD000591,2023-08-18,ZetaNotebook,Office Supplies,West,2.0,78.03,156.06
ORD000592,2023-12-16,IotaLamp,Home,South,6.0,324.03,1944.18
ORD000593,2023-03-02,GammaHeadset,Accessories,West,9.0,99.12,892.08
ORD000594,2023-03-07,DeltaCharger,Accessories,North,1.0,179.38,179.38
ORD000595,2023-06-02,ThetaPen,Office Supplies,West,9.0,449.43,4044.87
ORD000596,2023-07-14,DeltaCharger,Accessories,South,8.0,242.24,1937.92
ORD000597,2023-06-27,GammaHeadset,Accessories,East,4.0,337.1,1348.4
ORD000598,2023-02-27,AlphaPhone,Electronics,West,10.0,94.44,944.4
ORD000599,2023-01-09,DeltaCharger,Accessories,South,2.0,104.22,208.44
ORD000600,2023-02-21,KappaMug,Home,North,8.0,30.03,240.24
ORD000601,2023-11-03,AlphaPhone,Electronics,South,1.0,92.78,92.78
ORD000602,2023-07-25,ThetaPen,Office Supplies,South,9.0,146.51,1318.59
ORD000603,2023-04-22,AlphaPhone,Electronics,South,9.0,96.74,870.66
ORD000604,2023-05-29,DeltaCharger,Accessories,East,10.0,53.46,534.6
ORD000605,2023-11-03,SigmaDesk,Furniture,South,5.0,69.11,345.55
ORD000606,2023-03-15,IotaLamp,Home,South,7.0,235.78,1650.46
ORD000607,2023-06-03,OmegaChair,Furniture,North,9.0,111.1,999.9
ORD000608,2023-10-30,GammaHeadset,Accessories,West,9.0,188.49,1696.41
ORD000609,2023-09-11,AlphaPhone,Electronics,East,7.0,256.67,1796.69
ORD000610,2023-09-26,SigmaDesk,Furniture,West,7.0,348.29,2438.03
ORD000611,2023-03-18,OmegaChair,Furniture,West,3.0,29.26,87.78
ORD000612,2023-10-03,ThetaPen,Office Supplies,South,4.0,401.71,1606.84
ORD000613,2023-06-03,GammaHeadset,Accessories,West,1.0,317.67,317.67
ORD000614,2023-10-15,ZetaNotebook,Office Supplies,West,9.0,50.06,450.54
ORD000615,2023-09-29,GammaHeadset,Accessories,West,4.0,438.05,1752.2
ORD000616,2023-05-11,DeltaCharger,Accessories,East,2.0,461.23,922.46
ORD000617,2023-08-19,SigmaDesk,Furniture,North,9.0,39.93,359.37
ORD000618,2023-04-08,AlphaPhone,Electronics,East,7.0,145.67,1019.69
ORD000619,2023-12-11,KappaMug,Home,North,2.0,405.04,810.08
ORD000620,2023-04-07,KappaMug,Home,South,8.0,376.65,3013.2
ORD000621,2023-04-17,SigmaDesk,Furniture,East,1.0,100.42,100.42
ORD000622,2023-04-19,DeltaCharger,Accessories,North,8.0,112.58,900.64
ORD000623,2023-05-05,KappaMug,Home,South,7.0,191.53,1340.71
ORD000624,2023-05-03,IotaLamp,Home,East,5.0,247.42,1237.1
ORD000625,2023-07-14,ThetaPen,Office Supplies,East,5.0,312.94,1564.7
ORD000626,2023-05-14,SigmaDesk,Furniture,West,8.0,190.77,1526.16
ORD000627,2023-02-20,ThetaPen,Office Supplies,East,4.0,236.64,946.56
ORD000628,2023-07-09,SigmaDesk,Furniture,West,1.0,376.26,376.26
ORD000629,2023-10-16,DeltaCharger,Accessories,South,1.0,27.97,27.97
ORD000630,2023-05-14,IotaLamp,Home,West,5.0,133.69,668.45
ORD000631,2023-03-20,DeltaCharger,Accessories,East,4.0,359.54,1438.16
ORD000632,2023-07-14,KappaMug,Home,South,8.0,448.65,3589.2
ORD000633,2023-10-09,SigmaDesk,Furniture,East,8.0,260.72,2085.76
ORD000634,2023-11-25,ThetaPen,Office Supplies,West,3.0,270.74,812.22
ORD000635,2023-06-30,GammaHeadset,Accessories,South,9.0,62.51,562.59
ORD000636,2023-09-08,GammaHeadset,Accessories,North,9.0,229.23,2063.07
ORD000637,2023-01-18,BetaLaptop,Electronics,North,1.0,270.98,270.98
ORD000638,2023-07-31,GammaHeadset,Accessories,South,2.0,128.81,257.62
ORD000639,2023-12-29,GammaHeadset,Accessories,North,4.0,141.93,567.72
ORD000640,2023-09-16,ThetaPen,Office Supplies,East,1.0,194.87,194.87
ORD000641,2023-11-13,KappaMug,Home,West,8.0,19.83,158.64
ORD000642,2023-01-09,AlphaPhone,Electronics,West,1.0,167.82,167.82
ORD000643,2023-01-09,IotaLamp,Home,East,9.0,113.61,1022.49
ORD000644,2023-05-27,AlphaPhone,Electronics,West,3.0,170.47,511.41
ORD000645,2023-02-24,BetaLaptop,Electronics,South,4.0,68.68,274.72
ORD000646,2023-04-09,KappaMug,Home,East,6.0,446.36,2678.16
ORD000647,2023-05-17,ZetaNotebook,Office Supplies,North,6.0,300.86,1805.16
ORD000648,2023-07-27,ThetaPen,Office Supplies,South,4.0,342.76,1371.04
ORD000649,2023-06-03,BetaLaptop,Electronics,North,2.0,396.69,793.38
ORD000650,2023-07-27,ZetaNotebook,Office Supplies,West,9.0,254.24,2288.16
ORD000651,2023-09-01,AlphaPhone,Electronics,North,3.0,52.59,157.77
ORD000652,2023-02-12,ThetaPen,Office Supplies,West,6.0,273.18,1639.08
ORD000653,2023-10-17,BetaLaptop,Electronics,North,4.0,297.55,1190.2
ORD000654,2023-04-19,KappaMug,Home,West,5.0,375.27,1876.35
ORD000655,2023-01-24,BetaLaptop,Electronics,East,9.0,221.51,1993.59
ORD000656,2023-10-16,AlphaPhone,Electronics,South,6.0,72.51,435.06
ORD000657,2023-01-09,DeltaCharger,Accessories,South,7.0,149.05,1043.35
ORD000658,2023-02-09,OmegaChair,Furniture,South,10.0,187.91,1879.1
ORD000659,2023-05-04,KappaMug,Home,West,9.0,326.5,2938.5
ORD000660,2023-06-19,ZetaNotebook,Office Supplies,South,2.0,289.68,579.36
ORD000661,2023-09-14,SigmaDesk,Furniture,North,2.0,184.49,368.98
ORD000662,2023-08-12,DeltaCharger,Accessories,North,6.0,493.39,2960.34
ORD000663,2023-11-06,KappaMug,Home,West,6.0,306.83,1840.98
ORD000664,2023-01-16,OmegaChair,Furniture,West,8.0,126.24,1009.92
ORD000665,2023-04-27,SigmaDesk,Furniture,West,7.0,59.87,419.09
ORD000666,2023-04-06,KappaMug,Home,West,2.0,84.9,169.8
ORD000667,2023-11-13,OmegaChair,Furniture,South,2.0,130.52,261.04
ORD000668,2023-02-12,OmegaChair,Furniture,South,7.0,88.73,621.11
ORD000669,2023-12-31,GammaHeadset,Accessories,West,6.0,101.42,608.52
ORD000670,2023-07-04,BetaLaptop,Electronics,North,1.0,149.7,149.7
ORD000671,2023-06-07,ThetaPen,Office Supplies,East,5.0,94.95,474.75
ORD000672,2023-02-22,GammaHeadset,Accessories,North,3.0,449.42,1348.26
ORD000673,2023-08-09,ThetaPen,Office Supplies,West,2.0,49.31,98.62
ORD000674,2023-01-14,BetaLaptop,Electronics,East,9.0,267.01,2403.09
ORD000675,2023-02-17,KappaMug,Home,East,7.0,211.09,1477.63
ORD000676,2023-01-07,OmegaChair,Furniture,West,7.0,491.37,3439.59
ORD000677,2023-02-13,IotaLamp,Home,South,10.0,64.9,649.0
ORD000678,2023-09-24,GammaHeadset,Accessories,West,3.0,204.95,614.85
ORD000679,2023-03-13,OmegaChair,Furniture,East,5.0,485.04,2425.2
ORD000680,2023-09-10,GammaHeadset,Accessories,North,3.0,434.1,1302.3
ORD000681,2023-08-11,OmegaChair,Furniture,West,5.0,410.37,2051.85
ORD000682,2023-09-05,BetaLaptop,Electronics,East,5.0,136.37,681.85
ORD000683,2023-05-07,ThetaPen,Office Supplies,South,8.0,93.73,749.84
ORD000684,2023-02-24,GammaHeadset,Accessories,East,1.0,337.64,337.64
ORD000685,2023-07-22,SigmaDesk,Furniture,West,6.0,465.39,2792.34
ORD000686,2023-08-14,SigmaDesk,Furniture,West,10.0,282.81,2828.1
ORD000687,2023-03-11,OmegaChair,Furniture,East,10.0,290.09,2900.9
ORD000688,2023-12-22,DeltaCharger,Accessories,West,6.0,147.19,883.14
ORD000689,2023-04-01,ZetaNotebook,Office Supplies,East,5.0,387.05,1935.25
ORD000690,2023-12-22,ThetaPen,Office Supplies,South,6.0,101.65,609.9
ORD000691,2023-07-12,OmegaChair,Furniture,West,6.0,168.6,1011.6
ORD000692,2023-02-28,KappaMug,Home,South,10.0,218.46,2184.6
ORD000693,2023-10-07,GammaHeadset,Accessories,North,8.0,258.73,2069.84
ORD000694,2023-12-29,DeltaCharger,Accessories,West,5.0,128.78,643.9
ORD000695,2023-12-21,BetaLaptop,Electronics,West,8.0,66.27,530.16
