OrderID,OrderDate,ProductName,Category,Region,Quantity,Price,Revenue,Month
ORD000323,2023-08-21,ZetaNotebook,Office Supplies,West,2,333.5,667.0,2023-08
ORD000324,2023-06-10,ZetaNotebook,Office Supplies,East,5,147.17,735.85,2023-06
ORD000325,2023-07-11,GammaHeadset,Accessories,West,2,477.88,955.76,2023-07
ORD000326,2023-02-16,BetaLaptop,Electronics,North,7,371.57,2600.99,2023-02
ORD000327,2023-02-19,SigmaDesk,Furniture,South,9,281.63,2534.67,2023-02
ORD000328,2023-01-31,KappaMug,Home,East,2,309.74,619.48,2023-01
ORD000329,2023-07-30,SigmaDesk,Furniture,West,1,215.6,215.6,2023-07
ORD000330,2023-05-28,KappaMug,Home,East,6,131.39,788.34,2023-05
ORD000331,2023-02-23,KappaMug,Home,South,3,184.43,553.29,2023-02
ORD000332,2023-12-03,ThetaPen,Office Supplies,South,2,381.34,762.68,2023-12
ORD000333,2023-06-29,IotaLamp,Home,East,2,17.05,34.1,2023-06
ORD000334,2023-05-23,KappaMug,Home,South,7,66.88,468.16,2023-05
ORD000335,2023-10-15,KappaMug,Home,North,10,32.54,325.4,2023-10
ORD000336,2023-12-03,OmegaChair,Furniture,North,3,29.96,89.88,2023-12
ORD000337,2023-05-20,OmegaChair,Furniture,East,6,429.18,2575.08,2023-05
ORD000338,2023-01-04,GammaHeadset,Accessories,South,10,354.79,3547.9,2023-01
ORD000339,2023-12-03,ZetaNotebook,Office Supplies,North,3,242.35,727.05,2023-12
ORD000340,2023-11-21,AlphaPhone,Electronics,North,9,57.94,521.46,2023-11
ORD000341,2023-04-21,ZetaNotebook,Office Supplies,West,8,250.89,2007.12,2023-04
ORD000342,2023-06-24,GammaHeadset,Accessories,East,5,242.0,1210.0,2023-06
ORD000343,2023-06-16,KappaMug,Home,North,1,94.87,94.87,2023-06
ORD000344,2023-03-21,GammaHeadset,Accessories,North,2,222.59,445.18,2023-03
ORD000345,2023-05-20,ThetaPen,Office Supplies,West,8,205.27,1642.16,2023-05
ORD000346,2023-11-07,ThetaPen,Office Supplies,West,5,311.77,1558.85,2023-11
ORD000347,2023-04-21,IotaLamp,Home,North,6,321.2,1927.2,2023-04
ORD000348,2023-08-09,BetaLaptop,Electronics,East,10,32.2,322.0,2023-08
ORD000349,2023-09-07,IotaLamp,Home,East,1,193.56,193.56,2023-09
ORD000350,2023-04-23,ZetaNotebook,Office Supplies,North,1,316.67,316.67,2023-04
ORD000351,2023-04-15,OmegaChair,Furniture,South,3,256.54,769.62,2023-04
ORD000352,2023-05-11,OmegaChair,Furniture,East,2,429.68,859.36,2023-05
ORD000353,2023-01-04,ThetaPen,Office Supplies,West,3,332.76,998.28,2023-01
ORD000354,2023-03-08,ZetaNotebook,Office Supplies,South,9,89.84,808.56,2023-03
ORD000355,2023-10-14,SigmaDesk,Furniture,North,7,44.58,312.06,2023-10
ORD000356,2023-01-22,ZetaNotebook,Office Supplies,North,8,324.79,2598.32,2023-01
ORD000357,2023-02-09,SigmaDesk,Furniture,West,10,22.99,229.9,2023-02
ORD000358,2023-07-27,ZetaNotebook,Office Supplies,East,2,297.03,594.06,2023-07
ORD000359,2023-07-27,AlphaPhone,Electronics,East,3,470.71,1412.13,2023-07
ORD000360,2023-11-13,ThetaPen,Office Supplies,East,2,291.98,583.96,2023-11
ORD000361,2023-08-12,BetaLaptop,Electronics,South,7,200.2,1401.4,2023-08
ORD000362,2023-10-29,ZetaNotebook,Office Supplies,North,7,325.21,2276.47,2023-10
ORD000363,2023-06-08,SigmaDesk,Furniture,South,6,234.54,1407.24,2023-06
ORD000364,2023-03-28,BetaLaptop,Electronics,North,9,277.35,2496.15,2023-03
ORD000365,2023-09-19,DeltaCharger,Accessories,East,6,471.32,2827.92,2023-09
ORD000366,2023-11-27,GammaHeadset,Accessories,South,2,199.19,398.38,2023-11
ORD000367,2023-03-16,OmegaChair,Furniture,South,3,480.98,1442.94,2023-03
ORD000368,2023-11-05,GammaHeadset,Accessories,North,3,453.62,1360.86,2023-11
ORD000369,2023-11-18,ThetaPen,Office Supplies,West,10,105.94,1059.4,2023-11
ORD000370,2023-10-24,ThetaPen,Office Supplies,East,6,43.99,263.94,2023-10
ORD000371,2023-03-19,ThetaPen,Office Supplies,North,8,59.38,475.04,2023-03
ORD000372,2023-08-15,OmegaChair,Furniture,East,10,18.93,189.3,2023-08
ORD000373,2023-01-29,SigmaDesk,Furniture,North,5,56.28,281.4,2023-01
ORD000374,2023-08-25,ThetaPen,Office Supplies,North,1,344.67,344.67,2023-08
ORD000375,2023-07-08,OmegaChair,Furniture,North,2,44.88,89.76,2023-07
ORD000376,2023-11-11,KappaMug,Home,West,8,166.3,1330.4,2023-11
ORD000377,2023-10-25,IotaLamp,Home,North,8,423.99,3391.92,2023-10
ORD000378,2023-10-20,DeltaCharger,Accessories,East,10,21.4,214.0,2023-10
ORD000379,2023-09-01,IotaLamp,Home,South,1,409.09,409.09,2023-09
ORD000380,2023-08-19,BetaLaptop,Electronics,East,2,148.11,296.22,2023-08
ORD000381,2023-09-16,GammaHeadset,Accessories,North,4,67.9,271.6,2023-09
ORD000382,2023-12-29,ThetaPen,Office Supplies,West,9,351.4,3162.6,2023-12
ORD000383,2023-09-25,KappaMug,Home,South,6,318.18,1909.08,2023-09
ORD000384,2023-07-10,OmegaChair,Furniture,West,7,439.96,3079.72,2023-07
ORD000385,2023-06-23,KappaMug,Home,North,6,370.18,2221.08,2023-06
ORD000386,2023-02-03,SigmaDesk,Furniture,North,9,403.71,3633.39,2023-02
ORD000387,2023-12-14,ZetaNotebook,Office Supplies,East,5,148.2,741.0,2023-12
ORD000388,2023-12-03,KappaMug,Home,South,6,96.95,581.7,2023-12
ORD000389,2023-02-11,KappaMug,Home,South,6,377.8,2266.8,2023-02
ORD000390,2023-06-08,ZetaNotebook,Office Supplies,South,10,405.35,4053.5,2023-06
ORD000391,2023-12-29,BetaLaptop,Electronics,East,9,495.35,4458.15,2023-12
ORD000392,2023-07-12,SigmaDesk,Furniture,South,9,212.18,1909.62,2023-07
ORD000393,2023-02-17,ZetaNotebook,Office Supplies,East,1,192.29,192.29,2023-02
ORD000394,2023-07-05,OmegaChair,Furniture,South,4,390.44,1561.76,2023-07
ORD000395,2023-06-24,ThetaPen,Office Supplies,South,4,176.99,707.96,2023-06
ORD000396,2023-03-12,GammaHeadset,Accessories,North,5,466.07,2330.35,2023-03
ORD000397,2023-02-21,IotaLamp,Home,North,6,430.62,2583.72,2023-02
ORD000398,2023-11-13,GammaHeadset,Accessories,West,3,220.21,660.63,2023-11
ORD000399,2023-03-25,GammaHeadset,Accessories,South,8,377.93,3023.44,2023-03
ORD000400,2023-01-23,ZetaNotebook,Office Supplies,East,4,379.73,1518.92,2023-01
ORD000401,2023-08-16,KappaMug,Home,East,8,60.53,484.24,2023-08
ORD000402,2023-04-30,IotaLamp,Home,South,5,452.25,2261.25,2023-04
ORD000403,2023-08-29,DeltaCharger,Accessories,East,10,257.57,2575.7,2023-08
ORD000404,2023-08-14,ThetaPen,Office Supplies,East,7,414.96,2904.72,2023-08
ORD000405,2023-09-15,IotaLamp,Home,West,3,166.82,500.46,2023-09
ORD000406,2023-04-13,KappaMug,Home,South,5,448.81,2244.05,2023-04
ORD000407,2023-01-27,ThetaPen,Office Supplies,East,9,200.71,1806.39,2023-01
ORD000408,2023-02-22,IotaLamp,Home,North,5,15.31,76.55,2023-02
ORD000409,2023-02-12,GammaHeadset,Accessories,East,8,453.64,3629.12,2023-02
ORD000410,2023-09-20,GammaHeadset,Accessories,West,2,54.73,109.46,2023-09
ORD000411,2023-04-24,ThetaPen,Office Supplies,East,1,166.46,166.46,2023-04
ORD000412,2023-08-01,AlphaPhone,Electronics,West,9,475.53,4279.77,2023-08
ORD000413,2023-07-11,DeltaCharger,Accessories,West,2,475.8,951.6,2023-07
ORD000414,2023-07-11,DeltaCharger,Accessories,North,6,290.98,1745.88,2023-07
ORD000415,2023-02-20,SigmaDesk,Furniture,South,3,319.6,958.8,2023-02
ORD000416,2023-01-20,OmegaChair,Furniture,West,3,229.74,689.22,2023-01
ORD000417,2023-12-28,ThetaPen,Office Supplies,West,10,153.67,1536.7,2023-12
ORD000418,2023-01-03,BetaLaptop,Electronics,North,5,171.05,855.25,2023-01
ORD000419,2023-04-21,GammaHeadset,Accessories,West,2,339.53,679.06,2023-04
ORD000420,2023-05-28,DeltaCharger,Accessories,East,2,378.66,757.32,2023-05
ORD000421,2023-01-25,DeltaCharger,Accessories,West,10,397.87,3978.7,2023-01
ORD000422,2023-08-23,BetaLaptop,Electronics,North,8,396.91,3175.28,2023-08
ORD000423,2023-11-02,IotaLamp,Home,North,9,54.69,492.21,2023-11
ORD000424,2023-10-22,DeltaCharger,Accessories,South,5,252.27,1261.35,2023-10
ORD000425,2023-08-08,AlphaPhone,Electronics,East,4,38.2,152.8,2023-08
ORD000426,2023-10-20,ZetaNotebook,Office Supplies,South,2,279.27,558.54,2023-10
ORD000427,2023-09-26,SigmaDesk,Furniture,North,9,226.35,2037.15,2023-09
ORD000428,2023-10-06,IotaLamp,Home,North,7,444.98,3114.86,2023-10
ORD000429,2023-08-29,AlphaPhone,Electronics,West,6,181.95,1091.7,2023-08
ORD000430,2023-05-10,AlphaPhone,Electronics,East,2,67.36,134.72,2023-05
ORD000431,2023-06-26,DeltaCharger,Accessories,North,10,80.07,800.7,2023-06
ORD000432,2023-06-20,GammaHeadset,Accessories,North,6,383.14,2298.84,2023-06
ORD000433,2023-10-07,SigmaDesk,Furniture,South,8,312.93,2503.44,2023-10
ORD000434,2023-12-23,ThetaPen,Office Supplies,South,3,59.55,178.65,2023-12
ORD000435,2023-02-02,ThetaPen,Office Supplies,North,5,51.21,256.05,2023-02
ORD000436,2023-04-14,AlphaPhone,Electronics,South,1,353.47,353.47,2023-04
ORD000437,2023-06-11,OmegaChair,Furniture,West,9,45.65,410.85,2023-06
ORD000438,2023-08-31,OmegaChair,Furniture,North,4,412.71,1650.84,2023-08
ORD000439,2023-05-27,SigmaDesk,Furniture,North,6,356.06,2136.36,2023-05
ORD000440,2023-05-20,BetaLaptop,Electronics,East,7,49.86,349.02,2023-05
ORD000441,2023-07-24,ThetaPen,Office Supplies,West,6,51.57,309.42,2023-07
ORD000442,2023-04-06,ThetaPen,Office Supplies,West,6,493.45,2960.7,2023-04
ORD000443,2023-09-23,OmegaChair,Furniture,North,7,193.39,1353.73,2023-09
ORD000444,2023-02-10,ZetaNotebook,Office Supplies,South,9,191.61,1724.49,2023-02
ORD000445,2023-05-31,SigmaDesk,Furniture,North,2,408.27,816.54,2023-05
ORD000446,2023-06-17,OmegaChair,Furniture,East,8,474.15,3793.2,2023-06
ORD000447,2023-11-05,ZetaNotebook,Office Supplies,South,8,493.14,3945.12,2023-11
ORD000448,2023-06-29,ThetaPen,Office Supplies,North,6,379.16,2274.96,2023-06
ORD000449,2023-11-11,ZetaNotebook,Office Supplies,East,1,194.37,194.37,2023-11
ORD000450,2023-02-08,ZetaNotebook,Office Supplies,East,9,50.92,458.28,2023-02
ORD000451,2023-12-14,GammaHeadset,Accessories,North,3,390.8,1172.4,2023-12
ORD000452,2023-11-08,ThetaPen,Office Supplies,North,3,283.62,850.86,2023-11
ORD000453,2023-02-04,DeltaCharger,Accessories,East,6,217.87,1307.22,2023-02
ORD000454,2023-07-16,KappaMug,Home,North,10,454.11,4541.1,2023-07
ORD000455,2023-03-20,ThetaPen,Office Supplies,East,6,64.49,386.94,2023-03
ORD000456,2023-08-16,BetaLaptop,Electronics,South,9,251.39,2262.51,2023-08
ORD000457,2023-07-07,ZetaNotebook,Office Supplies,East,5,15.56,77.8,2023-07
ORD000458,2023-05-08,BetaLaptop,Electronics,North,3,239.64,718.92,2023-05
ORD000459,2023-09-13,IotaLamp,Home,West,9,37.59,338.31,2023-09
ORD000460,2023-03-02,OmegaChair,Furniture,East,8,68.22,545.76,2023-03
ORD000461,2023-04-20,KappaMug,Home,East,8,67.59,540.72,2023-04
ORD000462,2023-04-13,BetaLaptop,Electronics,South,2,328.11,656.22,2023-04
ORD000463,2023-08-20,GammaHeadset,Accessories,West,2,375.56,751.12,2023-08
ORD000464,2023-12-16,SigmaDesk,Furniture,East,2,295.85,591.7,2023-12
ORD000465,2023-10-09,IotaLamp,Home,East,5,481.46,2407.3,2023-10
ORD000466,2023-03-22,GammaHeadset,Accessories,East,9,193.69,1743.21,2023-03
ORD000467,2023-04-25,BetaLaptop,Electronics,South,3,150.0,450.0,2023-04
ORD000468,2023-05-02,ThetaPen,Office Supplies,North,6,435.61,2613.66,2023-05
ORD000469,2023-10-11,KappaMug,Home,East,8,119.56,956.48,2023-10
ORD000470,2023-10-10,GammaHeadset,Accessories,North,2,481.98,963.96,2023-10
ORD000471,2023-06-08,ZetaNotebook,Office Supplies,West,9,15.96,143.64,2023-06
ORD000472,2023-07-30,ZetaNotebook,Office Supplies,North,3,485.24,1455.72,2023-07
ORD000473,2023-06-12,BetaLaptop,Electronics,West,8,31.15,249.2,2023-06
ORD000474,2023-12-15,IotaLamp,Home,East,3,446.66,1339.98,2023-12
ORD000475,2023-10-10,KappaMug,Home,South,3,268.57,805.71,2023-10
ORD000476,2023-08-10,IotaLamp,Home,North,2,496.55,993.1,2023-08
ORD000477,2023-09-23,GammaHeadset,Accessories,East,3,46.16,138.48,2023-09
ORD000478,2023-03-24,SigmaDesk,Furniture,South,6,281.39,1688.34,2023-03
ORD000479,2023-09-23,OmegaChair,Furniture,North,5,484.96,2424.8,2023-09
ORD000480,2023-04-11,IotaLamp,Home,East,3,266.32,798.96,2023-04
ORD000481,2023-11-17,OmegaChair,Furniture,North,9,318.41,2865.69,2023-11
ORD000482,2023-11-25,GammaHeadset,Accessories,South,3,350.92,1052.76,2023-11
ORD000483,2023-12-04,KappaMug,Home,East,10,232.73,2327.3,2023-12
ORD000484,2023-01-22,AlphaPhone,Electronics,North,1,317.5,317.5,2023-01
ORD000485,2023-11-25,KappaMug,Home,East,4,296.31,1185.24,2023-11
ORD000486,2023-10-20,ZetaNotebook,Office Supplies,North,8,451.57,3612.56,2023-10
ORD000487,2023-11-18,IotaLamp,Home,East,5,32.27,161.35,2023-11
ORD000488,2023-09-05,DeltaCharger,Accessories,West,5,147.67,738.35,2023-09
ORD000489,2023-08-21,BetaLaptop,Electronics,North,3,475.7,1427.1,2023-08
ORD000490,2023-08-14,ZetaNotebook,Office Supplies,West,8,446.23,3569.84,2023-08
ORD000491,2023-04-15,SigmaDesk,Furniture,South,6,233.27,1399.62,2023-04
ORD000492,2023-06-13,SigmaDesk,Furniture,West,3,313.86,941.58,2023-06
ORD000493,2023-07-09,IotaLamp,Home,North,6,145.92,875.52,2023-07
ORD000494,2023-05-04,ThetaPen,Office Supplies,North,5,102.18,510.9,2023-05
ORD000495,2023-08-19,DeltaCharger,Accessories,South,2,237.21,474.42,2023-08
ORD000496,2023-01-26,OmegaChair,Furniture,West,10,183.14,1831.4,2023-01
ORD000497,2023-08-03,DeltaCharger,Accessories,South,6,295.99,1775.94,2023-08
ORD000498,2023-10-23,SigmaDesk,Furniture,South,3,48.09,144.27,2023-10
ORD000499,2023-09-13,IotaLamp,Home,West,8,487.45,3899.6,2023-09
ORD000500,2023-06-07,ThetaPen,Office Supplies,North,2,493.24,986.48,2023-06
ORD000501,2023-07-21,IotaLamp,Home,West,4,352.1,1408.4,2023-07
ORD000502,2023-04-21,KappaMug,Home,East,1,272.69,272.69,2023-04
ORD000503,2023-01-26,OmegaChair,Furniture,West,10,161.67,1616.7,2023-01
ORD000504,2023-12-01,ThetaPen,Office Supplies,East,9,408.76,3678.84,2023-12
ORD000505,2023-01-05,BetaLaptop,Electronics,West,3,345.52,1036.56,2023-01
ORD000506,2023-05-16,SigmaDesk,Furniture,West,6,89.68,538.08,2023-05
ORD000507,2023-01-24,ZetaNotebook,Office Supplies,North,10,456.35,4563.5,2023-01
ORD000508,2023-10-15,DeltaCharger,Accessories,East,9,413.04,3717.36,2023-10
ORD000509,2023-05-28,BetaLaptop,Electronics,West,9,475.4,4278.6,2023-05
ORD000510,2023-08-19,IotaLamp,Home,East,10,365.6,3656.0,2023-08
ORD000511,2023-12-15,KappaMug,Home,North,3,310.57,931.71,2023-12
ORD000512,2023-02-19,ZetaNotebook,Office Supplies,East,6,214.94,1289.64,2023-02
ORD000513,2023-10-13,SigmaDesk,Furniture,South,4,467.04,1868.16,2023-10
ORD000514,2023-11-05,IotaLamp,Home,West,9,434.37,3909.33,2023-11
ORD000515,2023-01-21,AlphaPhone,Electronics,North,3,32.16,96.48,2023-01
ORD000516,2023-06-20,ThetaPen,Office Supplies,West,3,22.92,68.76,2023-06
ORD000517,2023-11-07,IotaLamp,Home,South,6,194.47,1166.82,2023-11
ORD000518,2023-11-10,SigmaDesk,Furniture,South,7,407.17,2850.19,2023-11
ORD000519,2023-11-12,OmegaChair,Furniture,East,9,493.77,4443.93,2023-11
ORD000520,2023-09-18,IotaLamp,Home,West,10,83.7,837.0,2023-09
ORD000521,2023-06-03,ThetaPen,Office Supplies,North,6,301.12,1806.72,2023-06
ORD000522,2023-06-19,BetaLaptop,Electronics,West,10,196.64,1966.4,2023-06
ORD000523,2023-06-07,AlphaPhone,Electronics,West,5,485.26,2426.3,2023-06
ORD000524,2023-12-02,KappaMug,Home,South,1,422.64,422.64,2023-12
ORD000525,2023-10-26,ThetaPen,Office Supplies,South,9,420.78,3787.02,2023-10
ORD000526,2023-11-19,KappaMug,Home,West,3,239.66,718.98,2023-11
ORD000527,2023-12-15,DeltaCharger,Accessories,North,10,213.26,2132.6,2023-12
ORD000528,2023-12-25,BetaLaptop,Electronics,South,1,143.97,143.97,2023-12
ORD000529,2023-08-14,SigmaDesk,Furniture,West,3,37.62,112.86,2023-08
ORD000530,2023-07-31,DeltaCharger,Accessories,West,9,433.71,3903.39,2023-07
ORD000531,2023-11-10,ThetaPen,Office Supplies,North,3,408.32,1224.96,2023-11
ORD000532,2023-09-23,DeltaCharger,Accessories,East,8,499.86,3998.88,2023-09
ORD000533,2023-09-27,ZetaNotebook,Office Supplies,East,3,498.35,1495.05,2023-09
ORD000534,2023-08-24,IotaLamp,Home,East,9,282.16,2539.44,2023-08
ORD000535,2023-07-01,OmegaChair,Furniture,West,4,386.8,1547.2,2023-07
ORD000536,2023-05-07,OmegaChair,Furniture,East,4,472.94,1891.76,2023-05
ORD000537,2023-06-02,OmegaChair,Furniture,South,8,426.33,3410.64,2023-06
ORD000538,2023-06-12,ThetaPen,Office Supplies,East,9,131.2,1180.8,2023-06
ORD000539,2023-05-21,OmegaChair,Furniture,North,10,230.77,2307.7,2023-05
ORD000540,2023-12-13,IotaLamp,Home,West,7,73.29,513.03,2023-12
ORD000541,2023-06-26,GammaHeadset,Accessories,East,1,477.49,477.49,2023-06
ORD000542,2023-05-28,BetaLaptop,Electronics,East,8,307.03,2456.24,2023-05
ORD000543,2023-12-02,OmegaChair,Furniture,West,4,122.03,488.12,2023-12
ORD000544,2023-04-14,IotaLamp,Home,East,9,339.13,3052.17,2023-04
ORD000545,2023-12-23,OmegaChair,Furniture,South,2,312.88,625.76,2023-12
ORD000546,2023-11-12,KappaMug,Home,South,4,185.5,742.0,2023-11
ORD000547,2023-01-26,IotaLamp,Home,South,4,65.64,262.56,2023-01
ORD000548,2023-01-27,BetaLaptop,Electronics,West,6,339.07,2034.42,2023-01
ORD000549,2023-08-30,BetaLaptop,Electronics,South,1,264.95,264.95,2023-08
ORD000550,2023-10-09,GammaHeadset,Accessories,West,8,388.44,3107.52,2023-10
ORD000551,2023-09-02,DeltaCharger,Accessories,East,6,264.88,1589.28,2023-09
ORD000552,2023-05-27,AlphaPhone,Electronics,North,10,427.57,4275.7,2023-05
ORD000553,2023-04-29,IotaLamp,Home,North,3,280.43,841.29,2023-04
ORD000554,2023-08-02,GammaHeadset,Accessories,North,7,284.86,1994.02,2023-08
ORD000555,2023-09-11,GammaHeadset,Accessories,East,1,439.56,439.56,2023-09
ORD000556,2023-01-05,OmegaChair,Furniture,North,6,207.71,1246.26,2023-01
ORD000557,2023-05-26,ThetaPen,Office Supplies,West,3,75.67,227.01,2023-05
ORD000558,2023-09-16,ThetaPen,Office Supplies,East,4,24.1,96.4,2023-09
ORD000559,2023-02-27,SigmaDesk,Furniture,South,8,380.02,3040.16,2023-02
ORD000560,2023-11-28,OmegaChair,Furniture,South,1,313.95,313.95,2023-11
ORD000561,2023-06-22,OmegaChair,Furniture,South,3,355.0,1065.0,2023-06
ORD000562,2023-11-09,ZetaNotebook,Office Supplies,West,9,114.35,1029.15,2023-11
ORD000563,2023-06-17,BetaLaptop,Electronics,West,2,76.82,153.64,2023-06
ORD000564,2023-04-05,GammaHeadset,Accessories,West,6,17.13,102.78,2023-04
ORD000565,2023-05-08,AlphaPhone,Electronics,East,7,181.79,1272.53,2023-05
ORD000566,2023-05-01,ThetaPen,Office Supplies,East,6,299.06,1794.36,2023-05
ORD000567,2023-06-04,KappaMug,Home,North,5,202.2,1011.0,2023-06
ORD000568,2023-12-01,SigmaDesk,Furniture,South,1,224.36,224.36,2023-12
ORD000569,2023-12-08,BetaLaptop,Electronics,West,5,453.04,2265.2,2023-12
ORD000570,2023-03-23,ZetaNotebook,Office Supplies,East,2,180.65,361.3,2023-03
ORD000571,2023-11-24,OmegaChair,Furniture,East,10,261.85,2618.5,2023-11
ORD000572,2023-04-24,DeltaCharger,Accessories,South,8,393.99,3151.92,2023-04
ORD000573,2023-03-20,ThetaPen,Office Supplies,East,7,204.31,1430.17,2023-03
ORD000574,2023-12-26,IotaLamp,Home,West,9,314.82,2833.38,2023-12
ORD000575,2023-12-07,DeltaCharger,Accessories,South,10,432.56,4325.6,2023-12
ORD000576,2023-02-11,IotaLamp,Home,West,9,475.27,4277.43,2023-02
ORD000577,2023-12-27,SigmaDesk,Furniture,North,10,82.07,820.7,2023-12
ORD000578,2023-02-27,AlphaPhone,Electronics,South,10,464.03,4640.3,2023-02
ORD000579,2023-10-02,GammaHeadset,Accessories,South,6,251.14,1506.84,2023-10
ORD000580,2023-09-24,ThetaPen,Office Supplies,North,4,136.54,546.16,2023-09
ORD000581,2023-10-26,ThetaPen,Office Supplies,North,1,234.98,234.98,2023-10
ORD000582,2023-08-17,AlphaPhone,Electronics,West,3,490.22,1470.66,2023-08
ORD000583,2023-09-20,ZetaNotebook,Office Supplies,West,10,251.38,2513.8,2023-09
ORD000584,2023-01-30,IotaLamp,Home,West,5,171.09,855.45,2023-01
ORD000585,2023-01-12,ZetaNotebook,Office Supplies,East,1,320.37,320.37,2023-01
ORD000586,2023-04-22,KappaMug,Home,North,1,127.67,127.67,2023-04
ORD000587,2023-08-05,SigmaDesk,Furniture,North,9,47.17,424.53,2023-08
ORD000588,2023-01-31,BetaLaptop,Electronics,West,1,73.15,73.15,2023-01
ORD000589,2023-05-27,ZetaNotebook,Office Supplies,South,3,72.74,218.22,2023-05
ORD000590,2023-11-25,ZetaNotebook,Office Supplies,East,7,84.43,591.01,2023-11
ORD000591,2023-08-18,ZetaNotebook,Office Supplies,West,2,78.03,156.06,2023-08
ORD000592,2023-12-16,IotaLamp,Home,South,6,324.03,1944.18,2023-12
ORD000593,2023-03-02,GammaHeadset,Accessories,West,9,99.12,892.08,2023-03
ORD000594,2023-03-07,DeltaCharger,Accessories,North,1,179.38,179.38,2023-03
ORD000595,2023-06-02,ThetaPen,Office Supplies,West,9,449.43,4044.87,2023-06
ORD000596,2023-07-14,DeltaCharger,Accessories,South,8,242.24,1937.92,2023-07
ORD000597,2023-06-27,GammaHeadset,Accessories,East,4,337.1,1348.4,2023-06
ORD000598,2023-02-27,AlphaPhone,Electronics,West,10,94.44,944.4,2023-02
ORD000599,2023-01-09,DeltaCharger,Accessories,South,2,104.22,208.44,2023-01
ORD000600,2023-02-21,KappaMug,Home,North,8,30.03,240.24,2023-02
ORD000601,2023-11-03,AlphaPhone,Electronics,South,1,92.78,92.78,2023-11
ORD000602,2023-07-25,ThetaPen,Office Supplies,South,9,146.51,1318.59,2023-07
ORD000603,2023-04-22,AlphaPhone,Electronics,South,9,96.74,870.66,2023-04
ORD000604,2023-05-29,DeltaCharger,Accessories,East,10,53.46,534.6,2023-05
ORD000605,2023-11-03,SigmaDesk,Furniture,South,5,69.11,345.55,2023-11
ORD000606,2023-03-15,IotaLamp,Home,South,7,235.78,1650.46,2023-03
ORD000607,2023-06-03,OmegaChair,Furniture,North,9,111.1,999.9,2023-06
ORD000608,2023-10-30,GammaHeadset,Accessories,West,9,188.49,1696.41,2023-10
ORD000609,2023-09-11,AlphaPhone,Electronics,East,7,256.67,1796.69,2023-09
ORD000610,2023-09-26,SigmaDesk,Furniture,West,7,348.29,2438.03,2023-09
ORD000611,2023-03-18,OmegaChair,Furniture,West,3,29.26,87.78,2023-03
ORD000612,2023-10-03,ThetaPen,Office Supplies,South,4,401.71,1606.84,2023-10
ORD000613,2023-06-03,GammaHeadset,Accessories,West,1,317.67,317.67,2023-06
ORD000614,2023-10-15,ZetaNotebook,Office Supplies,West,9,50.06,450.54,2023-10
ORD000615,2023-09-29,GammaHeadset,Accessories,West,4,438.05,1752.2,2023-09
ORD000616,2023-05-11,DeltaCharger,Accessories,East,2,461.23,922.46,2023-05
ORD000617,2023-08-19,SigmaDesk,Furniture,North,9,39.93,359.37,2023-08
ORD000618,2023-04-08,AlphaPhone,Electronics,East,7,145.67,1019.69,2023-04
ORD000619,2023-12-11,KappaMug,Home,North,2,405.04,810.08,2023-12
ORD000620,2023-04-07,KappaMug,Home,South,8,376.65,3013.2,2023-04
ORD000621,2023-04-17,SigmaDesk,Furniture,East,1,100.42,100.42,2023-04
ORD000622,2023-04-19,DeltaCharger,Accessories,North,8,112.58,900.64,2023-04
ORD000623,2023-05-05,KappaMug,Home,South,7,191.53,1340.71,2023-05
ORD000624,2023-05-03,IotaLamp,Home,East,5,247.42,1237.1,2023-05
ORD000625,2023-07-14,ThetaPen,Office Supplies,East,5,312.94,1564.7,2023-07
ORD000626,2023-05-14,SigmaDesk,Furniture,West,8,190.77,1526.16,2023-05
ORD000627,2023-02-20,ThetaPen,Office Supplies,East,4,236.64,946.56,2023-02
ORD000628,2023-07-09,SigmaDesk,Furniture,West,1,376.26,376.26,2023-07
ORD000629,2023-10-16,DeltaCharger,Accessories,South,1,27.97,27.97,2023-10
ORD000630,2023-05-14,IotaLamp,Home,West,5,133.69,668.45,2023-05
ORD000631,2023-03-20,DeltaCharger,Accessories,East,4,359.54,1438.16,2023-03
ORD000632,2023-07-14,KappaMug,Home,South,8,448.65,3589.2,2023-07
ORD000633,2023-10-09,SigmaDesk,Furniture,East,8,260.72,2085.76,2023-10
ORD000634,2023-11-25,ThetaPen,Office Supplies,West,3,270.74,812.22,2023-11
ORD000635,2023-06-30,GammaHeadset,Accessories,South,9,62.51,562.59,2023-06
ORD000636,2023-09-08,GammaHeadset,Accessories,North,9,229.23,2063.07,2023-09
ORD000637,2023-01-18,BetaLaptop,Electronics,North,1,270.98,270.98,2023-01
ORD000638,2023-07-31,GammaHeadset,Accessories,South,2,128.81,257.62,2023-07
ORD000639,2023-12-29,GammaHeadset,Accessories,North,4,141.93,567.72,2023-12
ORD000640,2023-09-16,ThetaPen,Office Supplies,East,1,194.87,194.87,2023-09
ORD000641,2023-11-13,KappaMug,Home,West,8,19.83,158.64,2023-11
ORD000642,2023-01-09,AlphaPhone,Electronics,West,1,167.82,167.82,2023-01
ORD000643,2023-01-09,IotaLamp,Home,East,9,113.61,1022.49,2023-01
ORD000644,2023-05-27,AlphaPhone,Electronics,West,3,170.47,511.41,2023-05
ORD000645,2023-02-24,BetaLaptop,Electronics,South,4,68.68,274.72,2023-02
ORD000646,2023-04-09,KappaMug,Home,East,6,446.36,2678.16,2023-04
