LeadID,Date,MarketingChannel,Impressions,Clicks,LeadsGenerated,Conversions,Revenue
1053,2023-10-02,Google Ads,4504,4447,1169,1013,241094
1054,2023-07-03,LinkedIn,8348,5939,1354,72,10152
1055,2023-05-03,Organic,7858,7462,2169,1286,232766
1056,2023-12-16,LinkedIn,4765,2941,1015,75,40875
1057,2023-11-19,LinkedIn,4185,3416,1925,1,865
1058,2023-02-26,Facebook,2137,746,344,10,6190
1059,2023-10-21,Organic,9597,2373,732,166,114374
1060,2023-07-29,LinkedIn,6697,2827,2009,1006,609636
1061,2023-07-16,Facebook,5627,462,22,7,3255
1062,2023-03-20,LinkedIn,6959,971,714,459,376380
1063,2023-04-21,LinkedIn,3134,1063,217,62,50282
1064,2023-12-20,Facebook,9231,8001,5033,4559,1322110
1065,2023-08-08,LinkedIn,8205,6527,5128,2420,2284480
1066,2023-11-04,Organic,3468,1048,685,621,104328
1067,2023-05-07,Email,7302,3833,3112,1808,1560304
1068,2023-04-28,Google Ads,2812,2124,1194,1187,229091
1069,2023-03-28,Google Ads,3477,1010,1002,855,324045
1070,2023-07-18,Google Ads,2699,733,659,483,195132
1071,2023-11-02,Facebook,1884,529,498,380,139840
1072,2023-07-15,Organic,3818,1932,1930,1759,666661
1073,2023-04-09,Email,8699,7725,1290,839,274353
1074,2023-09-09,Email,3886,105,76,68,7820
1075,2023-08-27,Email,8792,3237,398,155,91915
1076,2023-01-17,Facebook,5326,514,197,169,99710
1077,2023-06-13,Organic,3039,2965,2107,153,134640
1078,2023-05-03,Organic,2199,1521,165,135,54945
1079,2023-07-27,Email,1748,1684,122,78,16068
1080,2023-03-07,Email,6902,2900,289,36,18144
1081,2023-12-26,Google Ads,7598,489,339,311,70908
1082,2023-12-31,Google Ads,2219,827,702,171,25992
1083,2023-08-09,Google Ads,9377,4677,1821,1720,1501560
1084,2023-11-04,Email,3064,442,295,11,7513
1085,2023-07-27,Facebook,8180,6685,4019,2670,2328240
1086,2023-02-22,Google Ads,2732,1266,1126,670,387260
1087,2023-11-23,Organic,6959,2901,203,130,24050
1088,2023-12-01,Email,8469,3127,2213,684,443232
1089,2023-06-06,Facebook,5521,879,342,205,166665
1090,2023-10-04,Email,5390,3069,843,599,79667
1091,2023-04-14,Email,5393,5131,4459,436,420304
1092,2023-06-22,LinkedIn,1240,464,289,62,55552
1093,2023-12-09,Email,6157,1582,557,34,10268
1094,2023-05-23,Organic,7508,1762,734,105,90195
1095,2023-11-29,Google Ads,1914,366,52,20,7520
1096,2023-06-22,Google Ads,4746,3158,2627,1805,1772510
1097,2023-11-18,Organic,3663,3470,546,297,104544
1098,2023-05-04,Facebook,6242,1379,795,531,234702
1099,2023-07-06,Organic,5817,2972,2213,1730,868460
1100,2023-10-30,Google Ads,8244,1967,1447,373,249537
1101,2023-12-05,Organic,1444,143,130,110,15510
1102,2023-09-17,Organic,3264,246,95,82,78228
1103,2023-09-15,Email,8234,1147,860,98,71638
1104,2023-01-15,Email,8538,8457,4907,4854,3470610
1105,2023-11-23,Email,5662,5479,4373,38,11628
1106,2023-03-27,Facebook,7577,2281,2167,696,539400
1107,2023-05-29,LinkedIn,2101,1682,1232,114,104538
1108,2023-12-16,Google Ads,6167,4286,1627,457,295679
1109,2023-05-23,LinkedIn,6633,4513,2746,800,780000
1110,2023-07-26,LinkedIn,1713,1372,429,195,144495
1111,2023-10-04,LinkedIn,7822,3860,3401,80,61280
1112,2023-03-03,LinkedIn,1030,656,349,42,5418
1113,2023-08-13,LinkedIn,9253,5110,2469,1127,602945
1114,2023-01-01,Email,7526,1302,260,158,110126
1115,2023-05-08,Facebook,5977,2207,666,43,4300
1116,2023-08-19,Google Ads,8264,8247,3815,1934,1835366
1117,2023-02-09,LinkedIn,8844,6971,3337,1409,1352640
1118,2023-08-19,Google Ads,8263,8082,5060,3359,1723167
1119,2023-01-07,Facebook,4206,3677,2535,531,183195
1120,2023-09-29,Google Ads,8864,7712,5026,3036,1839816
1121,2023-11-21,Organic,8252,5008,3854,1443,219336
1122,2023-11-27,Email,5393,4342,1384,743,101048
1123,2023-03-14,LinkedIn,9174,6551,5758,4904,4241960
1124,2023-07-08,Google Ads,2493,1985,1722,768,396288
1125,2023-07-11,Email,9967,9907,4475,1764,1472940
1126,2023-10-27,Google Ads,6768,1346,1177,1070,404460
1127,2023-03-12,Email,3429,1290,1119,117,30186
1128,2023-10-26,Email,2995,1449,45,40,27960
1129,2023-03-15,Organic,7014,3995,1993,331,106913
1130,2023-09-07,Google Ads,9455,4185,1646,751,639852
1131,2023-12-28,Google Ads,2943,1625,172,73,31682
1132,2023-09-18,LinkedIn,3848,3115,55,54,20358
1133,2023-08-23,Google Ads,1194,558,125,54,7614
1134,2023-02-18,Email,6708,2723,1394,1179,775782
1135,2023-07-07,LinkedIn,2321,335,177,66,32010
1136,2023-10-06,Google Ads,1144,432,311,74,71780
1137,2023-02-21,LinkedIn,2277,303,171,41,13694
1138,2023-02-15,LinkedIn,6248,1745,140,129,38571
1139,2023-11-03,Organic,3365,2482,2400,180,73080
1140,2023-05-13,LinkedIn,4411,4131,1467,651,610638
1141,2023-01-03,Facebook,2377,1673,388,338,222404
1142,2023-09-16,Organic,8463,2151,1597,178,148808
1143,2023-06-30,LinkedIn,4378,3736,2548,1114,848868
1144,2023-01-11,LinkedIn,4838,3253,2608,63,9576
1145,2023-03-30,Organic,3968,1468,538,82,37064
1146,2023-07-29,Google Ads,6551,4718,1036,804,564408
1147,2023-05-17,Organic,1055,582,412,82,18450
1148,2023-01-21,LinkedIn,4945,134,104,85,8840
1149,2023-08-18,Organic,7094,301,157,135,14850
1150,2023-12-21,Email,4228,1498,348,339,82038
1151,2023-02-19,Facebook,6101,5121,3467,1920,549120
1152,2023-09-24,Organic,4668,3330,182,53,48919
1153,2023-06-14,Facebook,8964,3153,2217,656,638288
1154,2023-03-12,Facebook,1596,642,421,337,305322
1155,2023-01-29,LinkedIn,7589,692,283,1,231
1156,2023-05-02,LinkedIn,5296,1536,652,45,21510
1157,2023-07-07,Email,3278,1595,1538,1446,1129326
1158,2023-05-29,Organic,4544,4486,2147,1613,832308
1159,2023-03-14,Email,7147,2568,2357,80,48000
1160,2023-08-17,Organic,4697,4309,93,70,59570
1161,2023-01-30,Facebook,9673,8959,3393,446,281872
1162,2023-07-29,Organic,1626,1224,1087,199,58705
1163,2023-10-02,Facebook,3919,296,225,63,37359
1164,2023-05-31,Email,9350,2545,2164,459,419526
1165,2023-11-25,Facebook,9474,5749,3954,32,23616
1166,2023-08-26,Email,3653,464,294,58,20532
1167,2023-07-24,Google Ads,5430,4885,4860,4021,2875015
1168,2023-07-06,LinkedIn,9846,9038,6550,2804,1020656
1169,2023-10-27,LinkedIn,7240,5254,1221,1111,458843
1170,2023-10-15,LinkedIn,2889,2527,630,343,55566
1171,2023-08-08,Email,9178,4608,4580,2828,1430968
1172,2023-11-01,Email,8204,5782,3011,2689,1258452
1173,2023-04-14,Organic,7879,7417,2349,1151,1032447
1174,2023-05-25,Facebook,7029,6467,5893,4374,3844746
1175,2023-03-03,Google Ads,7601,4565,217,156,139620
1176,2023-07-05,Google Ads,3967,1334,199,163,107906
1177,2023-10-21,LinkedIn,1779,1058,408,388,173436
1178,2023-06-14,Google Ads,2884,1639,430,108,100548
1179,2023-09-21,LinkedIn,2722,755,734,577,462177
1180,2023-03-31,Facebook,3397,288,282,165,159555
1181,2023-09-28,Organic,1216,597,139,15,2715
1182,2023-05-23,Facebook,1098,656,478,36,6660
1183,2023-03-16,LinkedIn,7691,2534,966,459,426870
1184,2023-04-28,Google Ads,7895,2855,2562,594,230472
1185,2023-05-20,LinkedIn,5796,5170,4152,3715,2054395
1186,2023-01-23,Email,2860,2781,105,17,5831
1187,2023-02-05,Email,1537,142,11,7,3080
1188,2023-07-26,LinkedIn,4063,3226,1646,929,478435
1189,2023-07-15,Email,1132,516,368,159,71391
1190,2023-03-20,Organic,8523,8439,3476,3441,997890
1191,2023-01-04,Facebook,5053,3734,3537,850,85850
1192,2023-07-01,Email,8757,7145,3828,1382,621900
1193,2023-04-08,Facebook,7552,2786,1049,814,407814
1194,2023-02-08,Email,5738,2456,682,681,459675
1195,2023-12-18,Organic,9735,306,228,144,103680
1196,2023-08-06,Email,8863,2175,660,144,105408
1197,2023-03-25,LinkedIn,3118,2813,699,242,29282
1198,2023-10-16,LinkedIn,3277,3063,2666,533,187083
1199,2023-07-05,LinkedIn,3213,1756,1222,591,416064
1200,2023-12-25,LinkedIn,5439,2150,1497,946,479622
1201,2023-09-01,Email,2986,1375,782,177,90447
1202,2023-05-31,Organic,5053,4957,3598,2037,686469
1203,2023-06-29,Google Ads,4143,2274,1546,478,423030
1204,2023-01-31,Google Ads,8323,6549,858,570,287280
1205,2023-03-31,LinkedIn,7449,4466,4058,4044,2248464
1206,2023-07-30,Google Ads,8446,8226,1502,333,141525
1207,2023-01-28,Facebook,3065,1279,459,411,175497
1208,2023-07-31,Email,2083,1169,432,27,19062
1209,2023-10-02,Organic,9513,2612,393,341,237336
1210,2023-05-18,Google Ads,9558,5813,5083,3300,2884200
1211,2023-11-11,Facebook,2024,926,795,299,189566
1212,2023-12-03,Email,1894,208,35,30,3810
1213,2023-03-02,LinkedIn,4635,267,201,131,48863
1214,2023-07-22,LinkedIn,2836,1280,30,4,2648
1215,2023-07-02,Email,2306,2122,236,205,135505
1216,2023-10-10,Google Ads,4785,4493,4468,1890,1570590
1217,2023-05-16,Google Ads,7434,2495,2033,1441,1353099
1218,2023-07-26,Facebook,3522,603,437,44,36300
1219,2023-07-05,Google Ads,6260,3849,1903,1866,322818
1220,2023-04-27,LinkedIn,9356,234,162,131,118031
1221,2023-02-15,Organic,8346,187,108,32,23040
1222,2023-06-23,Google Ads,8527,6680,5693,2099,1181737
1223,2023-02-04,Facebook,8977,2495,960,839,177029
1224,2023-10-15,Email,9503,6243,5946,3403,1286334
1225,2023-11-14,Email,7432,4645,3904,1498,1363180
1226,2023-08-31,Organic,9707,5420,3535,1963,341562
1227,2023-08-25,Google Ads,9295,5501,740,214,161570
1228,2023-12-11,Facebook,2063,1385,340,78,15132
1229,2023-08-24,Google Ads,2143,138,104,66,7392
1230,2023-02-16,LinkedIn,3829,873,544,74,66304
1231,2023-10-07,LinkedIn,5591,1342,185,145,99470
1232,2023-12-25,LinkedIn,6949,3846,1290,21,3024
1233,2023-04-20,Google Ads,3248,1325,665,55,16170
1234,2023-10-23,Organic,9331,6174,4683,3636,3145140
1235,2023-05-14,Google Ads,9009,2337,32,8,1672
1236,2023-01-25,Google Ads,5757,1898,1455,1102,314070
1237,2023-04-02,Organic,9882,5869,3337,1228,331560
1238,2023-03-18,Facebook,1536,700,458,302,75500
1239,2023-06-07,Facebook,9148,4094,1760,1740,233160
1240,2023-11-21,LinkedIn,4681,1995,935,859,715547
1241,2023-01-30,Organic,2880,947,653,458,233580
1242,2023-04-21,LinkedIn,3588,1067,304,138,55338
1243,2023-10-22,LinkedIn,9201,8864,8428,6634,6474784
1244,2023-11-22,Google Ads,9709,3477,1745,456,366624
1245,2023-12-23,Organic,3941,2173,1759,1359,1166022
1246,2023-01-07,Email,4020,2056,643,484,353320
1247,2023-06-16,Organic,8346,1910,66,39,12792
1248,2023-07-19,Facebook,7932,3598,307,63,35154
1249,2023-03-20,Google Ads,2818,2080,951,581,323617
1250,2023-07-08,Facebook,7025,3452,1870,1243,970783
1251,2023-12-29,Facebook,4938,626,130,98,57232
1252,2023-02-14,Email,5713,1064,200,70,46060
1253,2023-07-04,Facebook,5660,791,64,25,5725
1254,2023-01-31,LinkedIn,4097,3662,2701,769,717477
1255,2023-02-22,Email,1609,642,472,202,152914
1256,2023-04-20,Organic,3638,1988,768,182,177086
1257,2023-07-10,Facebook,3073,2236,559,122,34526
1258,2023-12-02,Google Ads,5077,2859,1860,1382,1236890
1259,2023-01-02,Email,1442,1240,1238,752,222592
1260,2023-03-06,Facebook,3268,2766,2481,1153,418539
1261,2023-05-30,LinkedIn,6691,2920,1562,1351,259392
1262,2023-03-12,Facebook,6028,3144,1603,388,273152
1263,2023-07-29,LinkedIn,3969,2663,1467,913,822613
1264,2023-02-27,LinkedIn,7814,7250,2248,517,208351
1265,2023-09-12,Facebook,3071,506,464,258,253614
1266,2023-06-04,Facebook,5318,4973,172,73,70226
1267,2023-04-17,Organic,5185,2248,457,260,146380
1268,2023-02-11,LinkedIn,9308,6711,6476,2260,1588780
1269,2023-08-18,Google Ads,9889,6779,455,396,60984
1270,2023-02-15,Google Ads,8866,2474,1736,318,194616
1271,2023-10-22,Google Ads,9955,8272,4483,131,92355
1272,2023-10-29,LinkedIn,9823,1897,256,184,43056
1273,2023-11-14,LinkedIn,2130,152,18,17,14416
1274,2023-08-16,Google Ads,3894,393,264,72,61704
1275,2023-03-16,Email,1893,1189,14,9,6840
1276,2023-05-05,Facebook,3824,2625,1086,20,7760
1277,2023-08-20,Facebook,9662,3322,2297,1609,820590
1278,2023-01-11,Email,8863,6341,5050,1853,1680671
1279,2023-01-28,Organic,9896,9326,2465,814,540496
1280,2023-12-25,Google Ads,6416,5554,985,157,152761
1281,2023-09-03,Facebook,9203,8018,4828,2101,252120
1282,2023-01-31,Organic,8537,7213,4226,3899,1200892
1283,2023-05-29,LinkedIn,5224,166,139,83,80759
1284,2023-02-17,LinkedIn,8308,5363,2995,1611,816777
1285,2023-01-24,Facebook,3857,635,279,210,206640
1286,2023-10-31,Email,9567,4093,1941,1108,638208
1287,2023-11-21,Google Ads,7016,5336,1447,1445,947920
1288,2023-10-27,Organic,3594,828,540,344,41624
1289,2023-12-03,Google Ads,2708,944,922,100,12800
1290,2023-02-28,Facebook,2021,271,84,49,11221
1291,2023-09-02,Facebook,9667,7010,5190,4069,2490228
1292,2023-11-26,Organic,2085,1208,767,748,302940
1293,2023-01-28,Google Ads,9403,1947,693,274,63294
1294,2023-03-13,Facebook,8488,291,251,81,67716
1295,2023-03-15,Google Ads,3644,1439,289,139,90906
1296,2023-11-24,Email,9280,8586,5487,2186,1864658
1297,2023-06-12,LinkedIn,8686,6596,125,64,57472
1298,2023-05-18,Email,1778,230,206,91,45227
1299,2023-11-05,Organic,4689,2096,1935,1907,663636
1300,2023-12-31,Organic,8728,2294,433,38,6498
1301,2023-07-10,LinkedIn,4667,3706,41,38,22306
1302,2023-08-19,Google Ads,9244,8535,2781,162,87642
1303,2023-03-26,LinkedIn,2876,146,38,9,8028
1304,2023-12-18,Facebook,5902,884,606,552,550344
1305,2023-02-15,LinkedIn,3174,1455,650,353,99899
1306,2023-08-05,LinkedIn,7501,397,389,134,13534
1307,2023-05-17,LinkedIn,6041,3375,3055,1071,837522
1308,2023-04-18,Email,4833,990,166,54,53406
1309,2023-01-09,LinkedIn,6333,3916,1917,1658,887030
1310,2023-02-22,Organic,3753,861,789,315,121275
1311,2023-12-23,Facebook,9915,618,13,8,5200
1312,2023-03-15,Email,4737,833,355,158,76156
1313,2023-01-06,Google Ads,1531,304,94,92,9476
1314,2023-04-01,Organic,2041,360,202,194,81868
1315,2023-06-19,Organic,5821,2827,2559,830,620840
1316,2023-05-14,LinkedIn,4822,3959,2615,1816,722768
1317,2023-11-10,Organic,4704,4154,3006,353,324760
1318,2023-11-21,Organic,6548,3867,2032,1138,937712
1319,2023-10-03,Organic,9332,7171,4397,1695,1695000
1320,2023-03-25,Google Ads,5810,3685,3193,1762,866904
1321,2023-11-01,Google Ads,5138,4821,851,569,216789
1322,2023-03-28,Google Ads,2075,1469,105,91,61880
1323,2023-12-26,LinkedIn,1035,920,201,161,67137
1324,2023-07-21,Google Ads,9744,3577,3078,2954,1349978
1325,2023-08-18,Email,4689,4672,215,139,68805
1326,2023-03-16,Google Ads,8707,7713,7535,3966,2653254
1327,2023-06-26,Facebook,7157,2433,595,554,413838
1328,2023-11-09,LinkedIn,9797,4638,3033,1775,1136000
1329,2023-09-26,Google Ads,6417,5676,999,658,597464
1330,2023-11-29,LinkedIn,9609,2897,202,65,53820
1331,2023-09-27,LinkedIn,6196,3314,2778,1317,1274856
1332,2023-07-03,Google Ads,1082,910,203,132,131076
1333,2023-06-10,Organic,4075,3152,107,47,39057
1334,2023-12-09,Google Ads,7882,345,79,62,54746
1335,2023-10-09,Email,8521,4126,3882,2360,1229560
1336,2023-07-10,Facebook,1210,594,548,393,244839
1337,2023-08-28,Google Ads,6382,5706,4130,4060,2314200
1338,2023-07-21,Google Ads,2540,1297,478,2,616
1339,2023-05-17,Google Ads,1126,626,85,69,24495
1340,2023-01-18,LinkedIn,6608,5988,4038,493,68527
1341,2023-08-07,Google Ads,8562,8496,5272,1851,729294
1342,2023-09-09,LinkedIn,3872,771,747,112,24080
1343,2023-03-26,LinkedIn,7059,5109,4715,2498,2355614
1344,2023-04-11,Google Ads,8495,267,180,162,143046
1345,2023-07-19,Email,6733,366,273,18,2430
1346,2023-10-20,Facebook,5335,1327,502,174,71166
1347,2023-02-15,Email,2652,551,239,218,198816
1348,2023-09-17,LinkedIn,8977,3568,2266,124,79360
1349,2023-03-03,Facebook,4870,3673,1258,234,155376
1350,2023-04-04,Organic,7790,4948,1742,996,112548
1351,2023-06-28,Email,1703,401,377,323,135337
1352,2023-06-07,Facebook,4463,4303,331,180,58320
1353,2023-03-14,Google Ads,7148,3986,2133,585,324090
1354,2023-09-10,Organic,3028,1447,441,69,49956
1355,2023-05-01,Email,9552,6839,5706,5172,4784100
1356,2023-07-09,Email,3449,596,8,8,1192
1357,2023-01-25,LinkedIn,4212,2622,1861,1663,1305455
1358,2023-05-04,Organic,5968,2513,1200,377,286520
1359,2023-11-03,Organic,9892,4696,408,30,23190
1360,2023-11-27,Email,3152,1982,741,423,192465
1361,2023-12-14,Google Ads,9327,8327,7347,5971,4645438
1362,2023-04-27,Organic,6849,2650,925,724,699384
1363,2023-09-09,Organic,4437,518,459,336,193872
1364,2023-05-15,Google Ads,9659,2166,576,282,95316
1365,2023-02-21,Facebook,1828,1687,733,582,199044
1366,2023-06-07,Organic,8951,8513,2278,1010,343400
1367,2023-02-16,Organic,2237,279,7,2,410
1368,2023-07-28,Google Ads,7795,1562,48,32,23392
1369,2023-07-28,Facebook,1666,1161,255,230,172960
1370,2023-10-15,Email,8354,1458,1339,541,190973
1371,2023-01-02,Google Ads,3352,1636,1243,1036,876456
1372,2023-09-28,Organic,6470,1620,506,363,223245
1373,2023-01-22,Organic,6443,170,107,17,6137
1374,2023-11-05,Email,6326,5129,1101,743,589942
1375,2023-08-04,Facebook,4645,1810,963,873,217377
1376,2023-06-10,LinkedIn,4246,3153,1814,365,118990
1377,2023-12-24,Facebook,2205,927,798,761,219929
1378,2023-02-05,Organic,1719,920,323,117,68796
1379,2023-01-30,Facebook,3977,2387,640,456,419976
1380,2023-12-05,Google Ads,9714,5615,3057,2957,916670
1381,2023-08-28,Google Ads,1213,285,181,109,36297
1382,2023-11-07,Email,2729,1386,676,511,143591
1383,2023-11-07,Email,3906,3262,57,17,11764
1384,2023-02-16,LinkedIn,8733,8374,5072,363,162624
1385,2023-05-19,Organic,3102,120,34,32,30880
1386,2023-11-26,LinkedIn,1195,946,357,307,205383
1387,2023-08-04,Facebook,8336,7726,2228,1815,1003695
1388,2023-06-05,Organic,7762,258,205,172,80496
1389,2023-01-08,Email,6895,6817,5774,4440,2433120
1390,2023-06-29,Email,7807,3350,646,532,162792
1391,2023-01-17,Google Ads,7807,1388,206,186,93186
1392,2023-04-19,Email,8188,425,377,372,254076
1393,2023-10-20,Organic,7320,3005,898,38,6536
1394,2023-04-27,Email,3083,448,355,74,41810
1395,2023-12-26,Google Ads,8782,7028,2384,1137,953943
1396,2023-06-18,LinkedIn,6669,3588,1523,1124,654168
1397,2023-01-18,LinkedIn,7144,6969,2743,1684,186924
1398,2023-06-07,Google Ads,7870,5926,4354,1546,508634
1399,2023-12-25,Email,8006,6924,5058,3040,1240320
1400,2023-08-18,Facebook,8348,2166,900,858,401544
1401,2023-04-24,Organic,1110,222,121,73,10001
1402,2023-04-05,Google Ads,3097,174,62,42,8862
1403,2023-03-03,Google Ads,9592,4402,1246,151,78520
1404,2023-02-10,Organic,2780,499,347,62,15438
1405,2023-01-02,Organic,8470,6052,1686,516,482460
1406,2023-01-23,Email,4518,1539,196,147,14847
1407,2023-10-06,Organic,2015,1739,965,409,133334
1408,2023-04-12,Organic,9013,3233,2642,1644,1591392
1409,2023-09-16,Google Ads,6685,5336,451,408,306000
1410,2023-10-11,Organic,3676,1628,39,14,2576
1411,2023-02-03,Organic,4756,2342,2227,1425,941925
1412,2023-02-09,Email,5488,3751,3740,2048,1554432
1413,2023-09-29,Google Ads,5414,2626,2418,2210,247520
1414,2023-04-01,LinkedIn,5950,1563,1548,478,109940
1415,2023-02-26,Organic,5044,3505,3113,2916,597780
1416,2023-03-26,LinkedIn,6173,891,805,317,179739
1417,2023-03-01,Facebook,7835,5785,742,286,31174
1418,2023-01-23,Organic,4184,2435,1741,227,171839
1419,2023-11-19,Email,4271,625,204,158,135090
1420,2023-12-23,Google Ads,9586,8066,1333,631,381124
1421,2023-03-23,Email,1616,1509,195,152,117192
1422,2023-12-11,Facebook,6793,4823,966,949,446030
1423,2023-07-25,Email,3458,2114,918,347,324792
1424,2023-08-25,Email,4929,1189,888,870,742980
1425,2023-11-02,Google Ads,1303,1209,12,9,6858
1426,2023-09-19,Email,9800,1658,1354,408,308040
1427,2023-04-10,Email,1128,854,95,49,28028
1428,2023-09-12,Facebook,4551,2317,534,492,177612
1429,2023-06-28,Organic,8781,4134,407,288,93600
1430,2023-05-27,Organic,9704,1740,1003,709,266584
1431,2023-04-18,LinkedIn,6763,5278,2527,2161,596436
1432,2023-09-11,Google Ads,2539,2189,125,60,7080
1433,2023-08-16,Organic,3003,2020,272,225,173925
1434,2023-01-17,Email,3851,2519,1132,73,49859
1435,2023-10-08,Facebook,4524,2812,1209,783,306153
1436,2023-07-23,Organic,6643,4693,1284,249,31125
1437,2023-11-22,Google Ads,9748,5708,2553,190,59660
1438,2023-11-15,LinkedIn,2878,2455,1882,968,385264
1439,2023-08-15,Organic,2954,2737,2427,923,714402
1440,2023-10-08,Google Ads,8718,566,234,215,87720
1441,2023-04-05,Email,9460,5904,2077,1249,507094
1442,2023-07-29,Google Ads,3263,2918,1355,43,40377
1443,2023-12-11,LinkedIn,4123,2128,497,377,216775
1444,2023-10-02,Facebook,9799,3243,2393,1114,1029336
1445,2023-01-26,Google Ads,4695,4497,610,458,310524
1446,2023-01-28,LinkedIn,2000,799,380,136,41616
1447,2023-12-23,Email,9369,8671,5182,3721,509777
1448,2023-10-29,Email,4812,3735,3046,2104,780584
1449,2023-03-19,LinkedIn,6475,2749,197,193,156523
1450,2023-10-22,Email,1841,1111,472,334,244822
1451,2023-12-05,Facebook,2389,2266,2105,640,215040
1452,2023-06-16,LinkedIn,6417,5940,4163,2741,2124275
1453,2023-07-22,LinkedIn,2283,1788,526,415,217875
1454,2023-09-05,Facebook,7684,6023,5848,5310,2994840
1455,2023-02-17,Google Ads,5688,5098,4130,2429,2239538
1456,2023-07-22,Organic,2944,1340,1182,951,130287
1457,2023-10-15,Facebook,1852,909,849,502,488948
1458,2023-09-17,Organic,5935,1760,1334,826,121422
1459,2023-04-12,LinkedIn,5012,241,12,8,3656
1460,2023-06-11,Email,5529,1703,351,223,158776
1461,2023-08-07,Organic,3619,3479,1838,784,254800
1462,2023-09-05,Email,2992,2399,586,255,253470
1463,2023-09-13,Email,7048,1683,896,417,108420
1464,2023-01-27,Google Ads,7908,5732,3605,412,302408
1465,2023-08-16,LinkedIn,9039,578,416,44,35948
1466,2023-08-31,Google Ads,3441,1721,398,261,254475
1467,2023-05-06,Google Ads,6324,2520,721,561,144177
1468,2023-12-28,Email,7282,252,60,26,23400
1469,2023-01-23,Email,1052,637,17,4,3848
1470,2023-06-15,Email,6251,3733,722,598,188968
1471,2023-12-08,LinkedIn,8019,7101,355,114,35112
1472,2023-08-01,Email,8263,1485,1005,426,396606
1473,2023-04-30,Google Ads,7658,7296,2171,583,551518
1474,2023-05-13,LinkedIn,5049,2897,878,12,9024
1475,2023-12-21,Facebook,2488,832,181,107,11235
1476,2023-03-30,Facebook,6280,1640,440,2,1074
1477,2023-04-17,Email,4398,2130,124,116,28420
1478,2023-02-27,Organic,2514,1435,1424,396,254628
1479,2023-01-21,Google Ads,8761,2834,147,43,12986
1480,2023-04-07,Organic,3201,1740,1325,1265,511060
1481,2023-11-26,Google Ads,6376,5000,1238,513,323703
1482,2023-06-06,LinkedIn,3280,2105,1187,993,327690
1483,2023-07-19,Organic,4223,3957,48,29,14732
1484,2023-04-27,Email,6526,3996,1796,416,371072
1485,2023-03-03,Email,8574,562,163,62,57412
1486,2023-09-04,Organic,4093,1499,660,120,28800
1487,2023-06-11,LinkedIn,7570,5605,507,493,355946
1488,2023-08-14,Email,4727,3341,2439,2088,812232
1489,2023-01-05,Facebook,8672,3214,963,935,446930
1490,2023-09-06,LinkedIn,7513,6091,3206,927,491310
1491,2023-04-12,Email,8898,1749,789,458,414490
1492,2023-12-20,Organic,4914,2331,988,881,608771
1493,2023-03-26,Email,7499,1912,1869,1262,143868
1494,2023-02-24,Organic,1395,1177,418,323,252586
1495,2023-10-31,Facebook,1772,1629,515,266,258818
1496,2023-09-18,Google Ads,7923,1533,1410,567,146286
1497,2023-10-08,Email,8013,6286,613,206,92700
1498,2023-11-10,LinkedIn,4955,2289,1305,1135,438110
1499,2023-08-15,Organic,7827,1237,236,21,20076
1500,2023-05-07,Organic,9068,1417,423,26,19318
1501,2023-08-29,Organic,4986,4676,3615,2005,651625
1502,2023-03-18,Google Ads,1290,1148,1068,297,43362
1503,2023-02-02,Organic,3834,1192,555,120,93360
1504,2023-06-25,LinkedIn,9426,5924,862,488,429928
1505,2023-11-05,Google Ads,2521,619,355,226,159104
1506,2023-11-11,Organic,7333,6090,4304,1832,1346520
1507,2023-06-12,Google Ads,2557,184,174,97,43844
1508,2023-02-12,Google Ads,6230,2912,1262,95,73150
1509,2023-04-25,LinkedIn,2609,731,259,167,64796
1510,2023-07-28,Organic,6091,4703,692,234,118638
1511,2023-06-30,Facebook,5064,481,473,387,175311
1512,2023-11-03,Facebook,7792,7723,5522,1359,1331820
1513,2023-04-12,Email,3598,1539,1091,887,700730
1514,2023-02-25,LinkedIn,3098,2681,1881,1518,305118
1515,2023-08-10,LinkedIn,3182,984,428,206,100528
1516,2023-02-24,LinkedIn,8484,6968,761,40,11560
1517,2023-01-09,Facebook,1243,583,378,3,1875
1518,2023-04-30,Organic,8419,2119,1653,1546,1533632
1519,2023-01-30,Facebook,7078,3357,2851,514,216908
1520,2023-05-25,Organic,5304,2227,1724,1520,974320
1521,2023-09-08,Google Ads,1127,393,35,30,23550
1522,2023-07-25,Organic,7231,206,169,56,24248
1523,2023-12-04,Email,3034,2959,2926,189,131355
1524,2023-12-31,LinkedIn,3857,2718,2564,2197,553644
1525,2023-09-25,Google Ads,5182,4283,1967,1442,966140
1526,2023-03-24,Facebook,9042,8902,1755,4,1268
1527,2023-06-21,LinkedIn,3433,1034,329,120,112680
1528,2023-11-16,Organic,2077,1547,211,16,14160
1529,2023-01-18,LinkedIn,5526,3581,1399,1020,915960
1530,2023-06-09,Facebook,2418,1970,1732,1175,676800
1531,2023-02-20,Facebook,1933,1352,1228,421,260599
1532,2023-04-29,LinkedIn,5411,443,197,120,104280
1533,2023-06-05,Organic,9941,8426,532,206,148732
1534,2023-10-22,LinkedIn,7330,6948,102,67,32830
1535,2023-11-14,Google Ads,4964,1519,845,531,249039
1536,2023-10-28,Facebook,3520,1843,742,159,85383
1537,2023-09-22,Organic,6112,4138,1414,303,152712
1538,2023-02-22,Organic,9770,5835,3964,472,195880
1539,2023-06-01,Google Ads,1345,1062,2,2,638
