CustomerID,SignupDate,LastActiveDate,SubscriptionType,MonthlyFee,TotalMonthsActive,Churned,CustomerRevenue,SignupMonth,ChurnBinary
CUST_00294,2022-05-14,2022-07-14,Standard,67.59,18,Yes,1216.6200000000001,2022-05,1
CUST_00295,2023-07-30,2023-09-30,Premium,114.65,11,Yes,1261.15,2023-07,1
CUST_00296,2023-03-10,2023-05-01,Premium,148.1,24,Yes,3554.3999999999996,2023-03,1
CUST_00297,2022-11-16,2023-01-08,Premium,124.68,12,Yes,1496.16,2022-11,1
CUST_00298,2022-06-08,2023-10-14,Basic,24.48,22,Yes,538.5600000000001,2022-06,1
CUST_00299,2022-12-25,2024-01-05,Basic,22.3,18,Yes,401.40000000000003,2022-12,1
CUST_00300,2023-08-11,2024-03-04,Standard,62.87,8,Yes,502.96,2023-08,1
CUST_00301,2023-09-29,2025-04-21,Premium,91.58,20,Yes,1831.6,2023-09,1
CUST_00302,2023-12-12,2023-12-26,Premium,100.82,9,Yes,907.3799999999999,2023-12,1
CUST_00303,2022-11-13,2023-05-11,Premium,90.37,11,Yes,994.07,2022-11,1
CUST_00304,2023-08-03,2024-09-16,Basic,21.39,22,Yes,470.58000000000004,2023-08,1
CUST_00305,2023-10-11,2023-10-13,Premium,134.77,1,Yes,134.77,2023-10,1
CUST_00306,2023-01-21,2023-09-10,Basic,26.82,14,Yes,375.48,2023-01,1
CUST_00307,2022-11-16,2023-10-14,Standard,73.31,24,Yes,1759.44,2022-11,1
CUST_00308,2023-09-03,2023-09-09,Premium,99.33,3,Yes,297.99,2023-09,1
CUST_00309,2022-02-20,2022-05-14,Premium,106.33,22,Yes,2339.2599999999998,2022-02,1
CUST_00310,2023-03-11,2024-01-15,Premium,116.52,16,Yes,1864.32,2023-03,1
CUST_00311,2022-08-09,2022-10-06,Standard,60.36,17,Yes,1026.12,2022-08,1
CUST_00312,2022-10-18,2024-06-16,Basic,29.73,22,Yes,654.0600000000001,2022-10,1
CUST_00313,2022-11-12,2022-11-26,Premium,113.72,2,Yes,227.44,2022-11,1
CUST_00314,2022-02-26,2022-03-04,Premium,108.09,1,Yes,108.09,2022-02,1
CUST_00315,2022-05-21,2022-10-16,Basic,26.56,9,Yes,239.04,2022-05,1
CUST_00316,2023-05-25,2024-08-07,Basic,23.51,24,Yes,564.24,2023-05,1
CUST_00317,2023-06-30,2024-02-20,Standard,65.01,23,Yes,1495.23,2023-06,1
CUST_00318,2022-12-29,2023-02-17,Premium,141.71,3,Yes,425.13,2022-12,1
CUST_00319,2023-03-23,2023-04-06,Basic,38.42,1,Yes,38.42,2023-03,1
CUST_00320,2023-08-13,2024-06-01,Standard,62.13,14,Yes,869.82,2023-08,1
CUST_00321,2023-03-04,2023-05-01,Premium,114.3,10,Yes,1143.0,2023-03,1
CUST_00322,2022-06-25,2023-10-09,Standard,74.96,20,Yes,1499.1999999999998,2022-06,1
CUST_00323,2022-04-01,2022-05-25,Standard,57.3,14,Yes,802.1999999999999,2022-04,1
CUST_00324,2023-02-15,2023-03-27,Premium,113.75,17,Yes,1933.75,2023-02,1
CUST_00325,2022-12-14,2023-03-09,Standard,73.37,8,Yes,586.96,2022-12,1
CUST_00326,2023-06-07,2023-10-01,Basic,30.61,21,Yes,642.81,2023-06,1
CUST_00327,2022-12-24,2023-11-19,Basic,36.3,12,Yes,435.59999999999997,2022-12,1
CUST_00328,2022-04-16,2022-06-20,Basic,23.95,5,Yes,119.75,2022-04,1
CUST_00329,2022-06-06,2022-08-22,Premium,100.63,21,Yes,2113.23,2022-06,1
CUST_00330,2023-05-21,2024-06-10,Premium,123.82,15,Yes,1857.3,2023-05,1
CUST_00331,2023-04-05,2024-11-03,Premium,128.58,22,Yes,2828.76,2023-04,1
CUST_00332,2022-11-27,2023-10-16,Premium,99.06,21,Yes,2080.26,2022-11,1
CUST_00333,2023-04-26,2024-03-14,Basic,26.06,15,Yes,390.9,2023-04,1
CUST_00334,2023-08-29,2023-09-20,Standard,65.22,2,Yes,130.44,2023-08,1
CUST_00335,2023-04-18,2023-05-07,Standard,51.71,15,Yes,775.65,2023-04,1
CUST_00336,2022-03-20,2022-06-20,Standard,68.45,21,Yes,1437.45,2022-03,1
CUST_00337,2023-01-29,2023-11-22,Premium,123.26,15,Yes,1848.9,2023-01,1
CUST_00338,2022-02-12,2023-04-02,Premium,124.3,15,Yes,1864.5,2022-02,1
CUST_00339,2022-11-26,2024-03-27,Basic,30.03,20,Yes,600.6,2022-11,1
CUST_00340,2023-04-07,2023-07-19,Basic,37.98,4,Yes,151.92,2023-04,1
CUST_00341,2022-03-28,2023-02-21,Standard,55.18,17,Yes,938.06,2022-03,1
CUST_00342,2023-12-26,2024-08-06,Basic,30.48,15,Yes,457.2,2023-12,1
CUST_00343,2022-06-12,2022-12-19,Premium,145.08,12,Yes,1740.96,2022-06,1
CUST_00344,2023-02-23,2023-12-26,Standard,51.57,11,Yes,567.27,2023-02,1
CUST_00345,2023-10-25,2023-11-27,Premium,109.78,11,Yes,1207.58,2023-10,1
CUST_00346,2023-11-26,2024-04-19,Premium,105.12,13,Yes,1366.56,2023-11,1
CUST_00347,2023-09-10,2023-12-04,Premium,94.89,5,Yes,474.45,2023-09,1
CUST_00348,2022-05-25,2022-10-30,Premium,148.06,12,Yes,1776.72,2022-05,1
CUST_00349,2023-11-10,2024-01-15,Premium,125.7,13,Yes,1634.1000000000001,2023-11,1
CUST_00350,2022-11-14,2023-12-04,Basic,32.87,18,Yes,591.66,2022-11,1
CUST_00351,2022-05-11,2023-11-01,Standard,52.8,22,Yes,1161.6,2022-05,1
CUST_00352,2023-03-10,2023-09-11,Premium,91.09,17,Yes,1548.53,2023-03,1
CUST_00353,2022-07-04,2022-09-29,Standard,78.43,7,Yes,549.01,2022-07,1
CUST_00354,2022-07-16,2022-08-20,Standard,54.65,8,Yes,437.2,2022-07,1
CUST_00355,2022-04-14,2023-05-13,Standard,66.19,17,Yes,1125.23,2022-04,1
CUST_00356,2023-06-24,2023-08-05,Premium,110.21,2,Yes,220.42,2023-06,1
CUST_00357,2022-05-15,2023-06-04,Premium,99.26,20,Yes,1985.2,2022-05,1
CUST_00358,2023-12-11,2024-05-28,Basic,34.42,20,Yes,688.4000000000001,2023-12,1
CUST_00359,2023-02-25,2024-02-06,Basic,34.39,12,Yes,412.68,2023-02,1
CUST_00360,2023-09-18,2024-05-04,Standard,57.02,10,Yes,570.2,2023-09,1
CUST_00361,2022-11-13,2024-02-18,Basic,36.7,16,Yes,587.2,2022-11,1
CUST_00362,2023-11-26,2025-02-19,Standard,63.85,19,Yes,1213.15,2023-11,1
CUST_00363,2023-01-27,2023-10-24,Standard,62.56,17,Yes,1063.52,2023-01,1
CUST_00364,2022-07-24,2022-12-12,Basic,37.46,20,Yes,749.2,2022-07,1
CUST_00365,2023-10-19,2025-01-08,Basic,27.42,16,Yes,438.72,2023-10,1
CUST_00366,2023-12-30,2025-03-09,Basic,22.49,17,Yes,382.33,2023-12,1
CUST_00367,2022-06-14,2023-01-30,Basic,38.11,9,Yes,342.99,2022-06,1
CUST_00368,2023-03-24,2023-04-21,Basic,36.33,3,Yes,108.99,2023-03,1
CUST_00369,2022-01-28,2022-02-24,Standard,61.89,14,Yes,866.46,2022-01,1
CUST_00370,2022-08-30,2022-10-10,Standard,61.25,13,Yes,796.25,2022-08,1
CUST_00371,2022-11-23,2023-03-10,Basic,34.29,4,Yes,137.16,2022-11,1
CUST_00372,2022-05-30,2022-06-08,Standard,58.61,5,Yes,293.05,2022-05,1
CUST_00373,2023-12-14,2024-04-12,Standard,63.46,5,Yes,317.3,2023-12,1
CUST_00374,2022-03-23,2022-03-31,Basic,24.31,1,Yes,24.31,2022-03,1
CUST_00375,2023-07-16,2025-03-30,Basic,30.56,24,Yes,733.4399999999999,2023-07,1
CUST_00376,2022-10-23,2023-01-08,Basic,22.44,8,Yes,179.52,2022-10,1
CUST_00377,2023-03-06,2024-06-16,Basic,21.26,21,Yes,446.46000000000004,2023-03,1
CUST_00378,2023-09-04,2023-09-20,Standard,68.96,18,Yes,1241.28,2023-09,1
CUST_00379,2022-09-05,2023-01-30,Premium,107.48,23,Yes,2472.04,2022-09,1
CUST_00380,2023-09-22,2024-01-23,Basic,31.41,12,Yes,376.92,2023-09,1
CUST_00381,2023-11-12,2024-02-07,Basic,30.47,22,Yes,670.3399999999999,2023-11,1
CUST_00382,2022-03-11,2022-12-14,Standard,65.22,17,Yes,1108.74,2022-03,1
CUST_00383,2023-07-22,2023-08-03,Premium,142.4,1,Yes,142.4,2023-07,1
CUST_00384,2023-10-13,2024-04-21,Basic,25.07,13,Yes,325.91,2023-10,1
CUST_00385,2023-01-01,2023-02-14,Basic,24.82,3,Yes,74.46000000000001,2023-01,1
CUST_00386,2023-10-06,2024-01-12,Premium,124.91,4,Yes,499.64,2023-10,1
CUST_00387,2022-05-17,2022-06-08,Standard,66.38,2,Yes,132.76,2022-05,1
CUST_00388,2022-06-29,2023-10-17,Premium,148.85,22,Yes,3274.7,2022-06,1
CUST_00389,2023-10-09,2023-11-12,Standard,51.89,6,Yes,311.34000000000003,2023-10,1
CUST_00390,2022-02-07,2022-05-21,Standard,51.31,10,Yes,513.1,2022-02,1
CUST_00391,2022-02-12,2022-07-20,Basic,30.31,11,Yes,333.40999999999997,2022-02,1
CUST_00392,2023-04-30,2023-05-18,Premium,135.2,9,Yes,1216.8,2023-04,1
CUST_00393,2022-10-20,2022-11-13,Basic,37.32,12,Yes,447.84000000000003,2022-10,1
CUST_00394,2022-10-07,2023-01-17,Standard,61.04,4,Yes,244.16,2022-10,1
CUST_00395,2023-03-27,2023-09-16,Standard,79.21,13,Yes,1029.73,2023-03,1
CUST_00396,2023-12-10,2024-06-15,Standard,77.73,16,Yes,1243.68,2023-12,1
CUST_00397,2022-10-01,2022-11-24,Premium,94.74,3,Yes,284.21999999999997,2022-10,1
CUST_00398,2022-07-04,2023-04-30,Premium,109.27,18,Yes,1966.86,2022-07,1
CUST_00399,2022-12-02,2023-09-30,Basic,26.13,22,Yes,574.86,2022-12,1
CUST_00400,2023-03-13,2023-09-05,Premium,116.63,6,Yes,699.78,2023-03,1
CUST_00401,2022-02-13,2023-02-09,Standard,68.45,24,Yes,1642.8000000000002,2022-02,1
CUST_00402,2022-10-09,2022-12-06,Standard,52.25,21,Yes,1097.25,2022-10,1
CUST_00403,2023-02-20,2023-11-09,Premium,138.07,12,Yes,1656.84,2023-02,1
CUST_00404,2022-06-13,2022-06-17,Premium,140.92,1,Yes,140.92,2022-06,1
CUST_00405,2023-03-25,2023-04-02,Premium,94.03,2,Yes,188.06,2023-03,1
CUST_00406,2023-01-11,2023-07-26,Premium,146.97,12,Yes,1763.6399999999999,2023-01,1
CUST_00407,2023-09-12,2024-01-05,Basic,38.98,5,Yes,194.89999999999998,2023-09,1
CUST_00408,2023-03-31,2023-06-12,Standard,54.13,3,Yes,162.39000000000001,2023-03,1
CUST_00409,2023-02-12,2023-07-04,Standard,57.49,11,Yes,632.39,2023-02,1
CUST_00410,2022-01-27,2022-08-05,Basic,29.98,24,Yes,719.52,2022-01,1
CUST_00411,2023-07-30,2023-09-01,Standard,73.25,4,Yes,293.0,2023-07,1
CUST_00412,2023-04-02,2023-09-05,Premium,107.13,7,Yes,749.91,2023-04,1
CUST_00413,2022-07-24,2022-08-10,Standard,75.58,4,Yes,302.32,2022-07,1
CUST_00414,2022-06-26,2023-09-24,Standard,79.92,23,Yes,1838.16,2022-06,1
CUST_00415,2022-11-24,2023-11-14,Premium,132.57,22,Yes,2916.54,2022-11,1
CUST_00416,2023-07-10,2023-12-10,Premium,141.08,10,Yes,1410.8000000000002,2023-07,1
CUST_00417,2023-12-28,2025-10-11,Premium,100.45,23,Yes,2310.35,2023-12,1
CUST_00418,2023-06-05,2023-07-06,Standard,79.55,8,Yes,636.4,2023-06,1
CUST_00419,2022-08-31,2022-09-13,Basic,27.22,16,Yes,435.52,2022-08,1
CUST_00420,2023-01-13,2024-02-28,Premium,148.98,15,Yes,2234.7,2023-01,1
CUST_00421,2023-09-19,2023-09-27,Basic,26.19,3,Yes,78.57000000000001,2023-09,1
CUST_00422,2023-05-06,2023-12-02,Premium,136.15,17,Yes,2314.55,2023-05,1
CUST_00423,2022-03-17,2022-06-06,Premium,128.54,5,Yes,642.6999999999999,2022-03,1
CUST_00424,2023-04-23,2024-10-03,Standard,60.34,22,Yes,1327.48,2023-04,1
CUST_00425,2023-10-18,2024-04-21,Premium,136.07,19,Yes,2585.33,2023-10,1
CUST_00426,2023-03-20,2024-06-28,Basic,37.36,17,Yes,635.12,2023-03,1
CUST_00427,2023-06-15,2023-08-31,Basic,23.29,5,Yes,116.44999999999999,2023-06,1
CUST_00428,2023-12-28,2024-03-25,Standard,78.42,8,Yes,627.36,2023-12,1
CUST_00429,2022-10-18,2022-11-19,Premium,101.78,3,Yes,305.34000000000003,2022-10,1
CUST_00430,2022-10-09,2022-12-25,Premium,126.87,5,Yes,634.35,2022-10,1
CUST_00431,2023-05-30,2023-11-18,Basic,31.84,21,Yes,668.64,2023-05,1
CUST_00432,2022-06-07,2022-11-22,Premium,127.47,6,Yes,764.8199999999999,2022-06,1
CUST_00433,2022-12-12,2023-01-23,Premium,139.51,19,Yes,2650.6899999999996,2022-12,1
CUST_00434,2022-03-25,2022-05-24,Basic,32.83,2,Yes,65.66,2022-03,1
CUST_00435,2022-09-29,2023-05-02,Premium,136.02,21,Yes,2856.42,2022-09,1
CUST_00436,2023-09-25,2023-10-26,Standard,64.94,21,Yes,1363.74,2023-09,1
CUST_00437,2023-07-13,2023-12-14,Premium,118.98,10,Yes,1189.8,2023-07,1
CUST_00438,2023-02-20,2023-10-10,Premium,94.38,10,Yes,943.8,2023-02,1
CUST_00439,2022-06-11,2023-01-09,Basic,29.69,15,Yes,445.35,2022-06,1
CUST_00440,2022-12-15,2023-05-11,Basic,26.25,20,Yes,525.0,2022-12,1
CUST_00441,2022-11-23,2023-11-11,Premium,148.52,24,Yes,3564.4800000000005,2022-11,1
CUST_00442,2023-01-15,2023-10-29,Basic,22.12,17,Yes,376.04,2023-01,1
CUST_00443,2023-04-23,2023-05-27,Basic,28.99,4,Yes,115.96,2023-04,1
CUST_00444,2022-04-10,2022-04-28,Basic,38.91,2,Yes,77.82,2022-04,1
CUST_00445,2023-03-05,2023-10-12,Premium,144.14,8,Yes,1153.12,2023-03,1
CUST_00446,2023-08-15,2024-06-30,Standard,55.7,24,Yes,1336.8000000000002,2023-08,1
CUST_00447,2023-05-26,2024-01-20,Basic,29.98,17,Yes,509.66,2023-05,1
CUST_00448,2023-05-25,2023-05-27,Standard,78.36,1,Yes,78.36,2023-05,1
CUST_00449,2023-04-14,2023-06-08,Premium,125.0,8,Yes,1000.0,2023-04,1
CUST_00450,2022-02-21,2022-11-01,Basic,31.95,10,Yes,319.5,2022-02,1
CUST_00451,2023-11-20,2024-04-14,Premium,122.2,16,Yes,1955.2,2023-11,1
CUST_00452,2023-03-18,2023-05-24,Basic,34.55,5,Yes,172.75,2023-03,1
CUST_00453,2023-01-10,2023-02-04,Standard,51.53,2,Yes,103.06,2023-01,1
CUST_00454,2022-07-19,2023-04-28,Premium,107.32,12,Yes,1287.84,2022-07,1
CUST_00455,2023-06-01,2024-06-26,Standard,66.5,15,Yes,997.5,2023-06,1
CUST_00456,2023-11-28,2024-03-28,Premium,97.72,20,Yes,1954.4,2023-11,1
CUST_00457,2023-02-08,2023-07-31,Basic,31.16,12,Yes,373.92,2023-02,1
CUST_00458,2022-05-28,2022-10-29,Standard,65.27,7,Yes,456.89,2022-05,1
CUST_00459,2022-02-11,2022-02-13,Premium,98.22,2,Yes,196.44,2022-02,1
CUST_00460,2023-05-01,2023-12-20,Standard,54.47,17,Yes,925.99,2023-05,1
CUST_00461,2022-05-24,2023-04-02,Premium,109.11,11,Yes,1200.21,2022-05,1
CUST_00462,2023-09-24,2024-07-26,Standard,67.81,24,Yes,1627.44,2023-09,1
CUST_00463,2023-06-06,2024-10-19,Premium,132.52,18,Yes,2385.36,2023-06,1
CUST_00464,2023-05-02,2023-05-13,Standard,59.94,1,Yes,59.94,2023-05,1
CUST_00465,2023-03-03,2024-01-12,Basic,35.94,19,Yes,682.8599999999999,2023-03,1
CUST_00466,2023-12-06,2024-01-02,Premium,125.81,21,Yes,2642.01,2023-12,1
CUST_00467,2023-11-03,2024-06-23,Standard,71.64,19,Yes,1361.16,2023-11,1
CUST_00468,2023-05-07,2023-09-18,Premium,127.74,6,Yes,766.4399999999999,2023-05,1
CUST_00469,2023-01-25,2023-03-28,Premium,91.89,5,Yes,459.45,2023-01,1
CUST_00470,2022-04-23,2022-04-27,Premium,116.46,7,Yes,815.2199999999999,2022-04,1
CUST_00471,2022-06-05,2023-05-24,Standard,56.12,14,Yes,785.68,2022-06,1
CUST_00472,2023-09-19,2024-12-08,Premium,140.9,16,Yes,2254.4,2023-09,1
CUST_00473,2022-03-05,2022-07-24,Premium,121.12,23,Yes,2785.76,2022-03,1
CUST_00474,2022-11-29,2024-04-01,Premium,121.53,22,Yes,2673.66,2022-11,1
CUST_00475,2022-06-27,2023-03-26,Standard,60.27,15,Yes,904.0500000000001,2022-06,1
CUST_00476,2023-11-24,2025-10-21,Standard,69.3,24,Yes,1663.1999999999998,2023-11,1
CUST_00477,2022-09-28,2024-02-05,Premium,101.54,20,Yes,2030.8000000000002,2022-09,1
CUST_00478,2022-10-13,2023-08-14,Basic,24.5,18,Yes,441.0,2022-10,1
CUST_00479,2022-10-23,2023-05-23,Standard,70.71,23,Yes,1626.33,2022-10,1
CUST_00480,2022-11-21,2023-05-18,Standard,66.81,16,Yes,1068.96,2022-11,1
CUST_00481,2022-10-08,2022-12-09,Premium,124.41,10,Yes,1244.1,2022-10,1
CUST_00482,2023-01-24,2023-07-19,Premium,147.28,13,Yes,1914.64,2023-01,1
CUST_00483,2022-10-25,2022-11-12,Basic,39.11,2,Yes,78.22,2022-10,1
CUST_00484,2022-12-21,2023-11-21,Basic,25.13,15,Yes,376.95,2022-12,1
CUST_00485,2022-08-08,2022-12-23,Standard,58.13,7,Yes,406.91,2022-08,1
CUST_00486,2023-12-14,2024-02-22,Premium,96.55,9,Yes,868.9499999999999,2023-12,1
CUST_00487,2023-08-24,2023-10-25,Premium,93.05,8,Yes,744.4,2023-08,1
CUST_00488,2022-08-20,2023-04-15,Premium,93.15,21,Yes,1956.15,2022-08,1
CUST_00489,2022-12-05,2024-04-01,Standard,53.02,23,Yes,1219.46,2022-12,1
CUST_00490,2022-01-06,2022-06-16,Basic,28.14,18,Yes,506.52,2022-01,1
CUST_00491,2023-05-04,2023-11-24,Standard,72.68,21,Yes,1526.2800000000002,2023-05,1
CUST_00492,2022-11-25,2022-12-25,Standard,77.24,10,Yes,772.4,2022-11,1
CUST_00493,2023-10-30,2024-06-23,Basic,30.7,19,Yes,583.3,2023-10,1
CUST_00494,2022-02-08,2022-05-25,Premium,142.93,6,Yes,857.58,2022-02,1
CUST_00495,2022-02-07,2022-10-18,Basic,23.73,13,Yes,308.49,2022-02,1
CUST_00496,2022-10-24,2022-10-24,Premium,107.9,2,Yes,215.8,2022-10,1
CUST_00497,2022-04-20,2022-09-12,Premium,117.26,11,Yes,1289.8600000000001,2022-04,1
CUST_00498,2023-07-11,2024-03-19,Premium,143.36,17,Yes,2437.1200000000003,2023-07,1
CUST_00499,2023-06-01,2023-10-18,Basic,23.86,15,Yes,357.9,2023-06,1
CUST_00500,2022-12-05,2023-04-01,Basic,32.97,6,Yes,197.82,2022-12,1
CUST_00501,2022-07-10,2022-08-02,Premium,110.23,1,Yes,110.23,2022-07,1
CUST_00502,2023-08-05,2024-02-18,Standard,55.26,22,Yes,1215.72,2023-08,1
CUST_00503,2023-02-20,2023-11-10,Premium,109.68,14,Yes,1535.52,2023-02,1
CUST_00504,2023-11-17,2023-12-10,Standard,79.45,4,Yes,317.8,2023-11,1
CUST_00505,2022-11-28,2022-11-29,Standard,57.82,8,Yes,462.56,2022-11,1
CUST_00506,2023-04-03,2023-09-18,Basic,26.04,9,Yes,234.35999999999999,2023-04,1
CUST_00507,2023-08-10,2023-08-18,Premium,129.22,1,Yes,129.22,2023-08,1
CUST_00508,2022-08-30,2022-10-11,Premium,97.09,2,Yes,194.18,2022-08,1
CUST_00509,2022-06-13,2023-05-30,Standard,65.08,13,Yes,846.04,2022-06,1
CUST_00510,2022-11-15,2023-03-15,Premium,128.32,23,Yes,2951.3599999999997,2022-11,1
CUST_00511,2023-01-12,2023-08-26,Standard,56.57,20,Yes,1131.4,2023-01,1
CUST_00512,2023-05-05,2023-08-29,Basic,34.95,5,Yes,174.75,2023-05,1
CUST_00513,2023-01-18,2024-01-12,Premium,122.95,14,Yes,1721.3,2023-01,1
CUST_00514,2023-07-05,2024-02-13,Standard,72.86,22,Yes,1602.92,2023-07,1
CUST_00515,2023-09-03,2023-11-09,Premium,116.8,3,Yes,350.4,2023-09,1
CUST_00516,2023-01-06,2023-03-19,Premium,96.73,3,Yes,290.19,2023-01,1
CUST_00517,2023-06-02,2023-10-26,Premium,122.2,7,Yes,855.4,2023-06,1
CUST_00518,2022-12-02,2023-07-16,Basic,22.32,17,Yes,379.44,2022-12,1
CUST_00519,2023-08-21,2023-10-06,Basic,37.98,16,Yes,607.68,2023-08,1
CUST_00520,2022-02-26,2022-05-04,Standard,65.4,15,Yes,981.0000000000001,2022-02,1
CUST_00521,2023-08-01,2023-09-05,Standard,63.87,2,Yes,127.74,2023-08,1
CUST_00522,2022-01-23,2022-06-02,Standard,74.49,13,Yes,968.3699999999999,2022-01,1
CUST_00523,2022-08-12,2022-10-25,Premium,92.72,19,Yes,1761.68,2022-08,1
CUST_00524,2023-12-19,2024-02-26,Standard,79.82,3,Yes,239.45999999999998,2023-12,1
CUST_00525,2023-04-29,2023-05-17,Basic,28.18,2,Yes,56.36,2023-04,1
CUST_00526,2023-10-19,2025-08-10,Basic,39.28,24,Yes,942.72,2023-10,1
CUST_00527,2023-01-27,2024-04-16,Standard,77.51,15,Yes,1162.65,2023-01,1
CUST_00528,2023-01-20,2023-04-17,Standard,78.92,3,Yes,236.76,2023-01,1
CUST_00529,2022-05-17,2023-05-08,Premium,97.12,21,Yes,2039.52,2022-05,1
CUST_00530,2023-02-07,2023-04-13,Premium,133.67,17,Yes,2272.39,2023-02,1
CUST_00531,2022-01-04,2022-01-13,Basic,29.26,1,Yes,29.26,2022-01,1
CUST_00532,2023-07-12,2024-04-09,Premium,112.76,14,Yes,1578.64,2023-07,1
CUST_00533,2022-09-11,2023-03-07,Basic,23.1,15,Yes,346.5,2022-09,1
CUST_00534,2022-04-26,2022-06-16,Basic,33.2,2,Yes,66.4,2022-04,1
CUST_00535,2022-01-17,2022-03-10,Premium,94.04,8,Yes,752.32,2022-01,1
CUST_00536,2022-02-04,2022-12-07,Premium,130.32,15,Yes,1954.8,2022-02,1
CUST_00537,2022-09-08,2022-10-23,Basic,28.05,24,Yes,673.2,2022-09,1
CUST_00538,2023-07-07,2024-01-16,Basic,37.27,7,Yes,260.89000000000004,2023-07,1
CUST_00539,2022-05-24,2023-10-14,Basic,25.79,17,Yes,438.43,2022-05,1
CUST_00540,2023-08-13,2024-06-03,Premium,125.88,11,Yes,1384.6799999999998,2023-08,1
CUST_00541,2022-11-25,2023-02-10,Premium,142.58,8,Yes,1140.64,2022-11,1
CUST_00542,2023-06-18,2023-10-01,Premium,108.03,8,Yes,864.24,2023-06,1
CUST_00543,2023-07-25,2024-01-20,Basic,32.52,19,Yes,617.8800000000001,2023-07,1
CUST_00544,2023-07-24,2023-08-17,Standard,79.17,16,Yes,1266.72,2023-07,1
CUST_00545,2023-11-19,2024-08-13,Premium,109.12,13,Yes,1418.56,2023-11,1
CUST_00546,2023-02-23,2023-05-10,Standard,61.29,5,Yes,306.45,2023-02,1
CUST_00547,2023-04-30,2023-12-03,Premium,103.52,8,Yes,828.16,2023-04,1
CUST_00548,2022-05-28,2022-06-26,Premium,123.74,15,Yes,1856.1,2022-05,1
CUST_00549,2023-07-25,2023-10-01,Standard,61.65,17,Yes,1048.05,2023-07,1
CUST_00550,2022-07-28,2022-09-06,Standard,77.67,11,Yes,854.37,2022-07,1
CUST_00551,2022-04-05,2022-10-17,Standard,51.55,18,Yes,927.9,2022-04,1
CUST_00552,2023-11-21,2023-12-31,Standard,76.21,20,Yes,1524.1999999999998,2023-11,1
CUST_00553,2023-08-25,2025-07-12,Basic,31.18,24,Yes,748.3199999999999,2023-08,1
CUST_00554,2022-08-02,2023-01-04,Standard,78.71,11,Yes,865.81,2022-08,1
CUST_00555,2022-08-05,2023-02-10,Basic,22.35,7,Yes,156.45000000000002,2022-08,1
CUST_00556,2022-09-06,2024-05-16,Standard,71.11,23,Yes,1635.53,2022-09,1
CUST_00557,2022-09-03,2023-07-29,Standard,73.27,18,Yes,1318.86,2022-09,1
CUST_00558,2023-04-23,2024-04-24,Standard,59.25,18,Yes,1066.5,2023-04,1
CUST_00559,2023-06-10,2024-02-03,Standard,52.96,16,Yes,847.36,2023-06,1
CUST_00560,2023-04-26,2023-08-08,Premium,112.24,11,Yes,1234.6399999999999,2023-04,1
CUST_00561,2022-02-16,2022-09-30,Standard,72.24,19,Yes,1372.56,2022-02,1
CUST_00562,2022-09-25,2023-11-26,Basic,25.9,18,Yes,466.2,2022-09,1
CUST_00563,2022-12-04,2023-03-11,Basic,31.4,8,Yes,251.2,2022-12,1
CUST_00564,2023-05-27,2024-05-06,Basic,25.15,18,Yes,452.7,2023-05,1
CUST_00565,2023-10-20,2025-03-05,Standard,63.82,24,Yes,1531.68,2023-10,1
CUST_00566,2022-12-27,2023-01-31,Premium,133.22,6,Yes,799.3199999999999,2022-12,1
CUST_00567,2022-07-08,2022-09-06,Standard,65.72,18,Yes,1182.96,2022-07,1
CUST_00568,2023-11-16,2024-01-03,Basic,20.13,2,Yes,40.26,2023-11,1
CUST_00569,2023-10-08,2023-10-25,Basic,34.14,8,Yes,273.12,2023-10,1
CUST_00570,2022-08-12,2023-04-02,Basic,27.46,17,Yes,466.82,2022-08,1
CUST_00571,2023-10-16,2025-07-08,Premium,144.77,22,Yes,3184.94,2023-10,1
CUST_00572,2023-05-15,2023-05-15,Premium,121.93,1,Yes,121.93,2023-05,1
CUST_00573,2022-01-13,2022-01-29,Standard,71.67,1,Yes,71.67,2022-01,1
CUST_00574,2022-10-21,2022-11-06,Premium,138.79,1,Yes,138.79,2022-10,1
CUST_00575,2023-03-17,2023-04-13,Premium,145.08,6,Yes,870.48,2023-03,1
CUST_00576,2022-06-02,2022-07-21,Premium,127.19,8,Yes,1017.52,2022-06,1
CUST_00577,2022-12-29,2023-07-20,Standard,52.37,9,Yes,471.33,2022-12,1
CUST_00578,2023-04-16,2023-12-21,Standard,79.71,19,Yes,1514.4899999999998,2023-04,1
CUST_00579,2022-11-04,2023-01-25,Basic,33.07,22,Yes,727.54,2022-11,1
CUST_00580,2022-02-02,2022-03-25,Premium,112.76,3,Yes,338.28000000000003,2022-02,1
CUST_00581,2023-05-03,2023-06-12,Premium,90.57,2,Yes,181.14,2023-05,1
CUST_00582,2022-03-26,2023-06-01,Basic,28.68,16,Yes,458.88,2022-03,1
CUST_00583,2023-08-03,2023-11-25,Standard,65.84,4,Yes,263.36,2023-08,1
CUST_00584,2022-08-24,2023-02-17,Basic,37.75,7,Yes,264.25,2022-08,1
CUST_00585,2022-10-05,2022-12-03,Standard,52.23,2,Yes,104.46,2022-10,1
CUST_00586,2023-07-11,2023-08-13,Standard,55.38,19,Yes,1052.22,2023-07,1
CUST_00587,2022-01-17,2022-06-16,Standard,54.33,7,Yes,380.31,2022-01,1
CUST_00588,2023-02-12,2023-03-22,Premium,99.75,3,Yes,299.25,2023-02,1
