CustomerID,SignupDate,LastActiveDate,SubscriptionType,MonthlyFee,TotalMonthsActive,Churned
CUST_00398,2022-07-04,2023-04-30,Premium,109.27,18,Yes
CUST_00399,2022-12-02,2023-09-30,Basic,26.13,22,Yes
CUST_00400,2023-03-13,2023-09-05,Premium,116.63,6,Yes
CUST_00401,2022-02-13,2023-02-09,Standard,68.45,24,Yes
CUST_00402,2022-10-09,2022-12-06,Standard,52.25,21,Yes
CUST_00403,2023-02-20,2023-11-09,Premium,138.07,12,Yes
CUST_00404,2022-06-13,2022-06-17,Premium,140.92,1,Yes
CUST_00405,2023-03-25,2023-04-02,Premium,94.03,2,Yes
CUST_00406,2023-01-11,2023-07-26,Premium,146.97,12,Yes
CUST_00407,2023-09-12,2024-01-05,Basic,38.98,5,Yes
CUST_00408,2023-03-31,2023-06-12,Standard,54.13,3,Yes
CUST_00409,2023-02-12,2023-07-04,Standard,57.49,11,Yes
CUST_00410,2022-01-27,2022-08-05,Basic,29.98,24,Yes
CUST_00411,2023-07-30,2023-09-01,Standard,73.25,4,Yes
CUST_00412,2023-04-02,2023-09-05,Premium,107.13,7,Yes
CUST_00413,2022-07-24,2022-08-10,Standard,75.58,4,Yes
CUST_00414,2022-06-26,2023-09-24,Standard,79.92,23,Yes
CUST_00415,2022-11-24,2023-11-14,Premium,132.57,22,Yes
CUST_00416,2023-07-10,2023-12-10,Premium,141.08,10,Yes
CUST_00417,2023-12-28,2025-10-11,Premium,100.45,23,Yes
CUST_00418,2023-06-05,2023-07-06,Standard,79.55,8,Yes
CUST_00419,2022-08-31,2022-09-13,Basic,27.22,16,Yes
CUST_00420,2023-01-13,2024-02-28,Premium,148.98,15,Yes
CUST_00421,2023-09-19,2023-09-27,Basic,26.19,3,Yes
CUST_00422,2023-05-06,2023-12-02,Premium,136.15,17,Yes
CUST_00423,2022-03-17,2022-06-06,Premium,128.54,5,Yes
CUST_00424,2023-04-23,2024-10-03,Standard,60.34,22,Yes
CUST_00425,2023-10-18,2024-04-21,Premium,136.07,19,Yes
CUST_00426,2023-03-20,2024-06-28,Basic,37.36,17,Yes
CUST_00427,2023-06-15,2023-08-31,Basic,23.29,5,Yes
CUST_00428,2023-12-28,2024-03-25,Standard,78.42,8,Yes
CUST_00429,2022-10-18,2022-11-19,Premium,101.78,3,Yes
CUST_00430,2022-10-09,2022-12-25,Premium,126.87,5,Yes
CUST_00431,2023-05-30,2023-11-18,Basic,31.84,21,Yes
CUST_00432,2022-06-07,2022-11-22,Premium,127.47,6,Yes
CUST_00433,2022-12-12,2023-01-23,Premium,139.51,19,Yes
CUST_00434,2022-03-25,2022-05-24,Basic,32.83,2,Yes
CUST_00435,2022-09-29,2023-05-02,Premium,136.02,21,Yes
CUST_00436,2023-09-25,2023-10-26,Standard,64.94,21,Yes
CUST_00437,2023-07-13,2023-12-14,Premium,118.98,10,Yes
CUST_00438,2023-02-20,2023-10-10,Premium,94.38,10,Yes
CUST_00439,2022-06-11,2023-01-09,Basic,29.69,15,Yes
CUST_00440,2022-12-15,2023-05-11,Basic,26.25,20,Yes
CUST_00441,2022-11-23,2023-11-11,Premium,148.52,24,Yes
CUST_00442,2023-01-15,2023-10-29,Basic,22.12,17,Yes
CUST_00443,2023-04-23,2023-05-27,Basic,28.99,4,Yes
CUST_00444,2022-04-10,2022-04-28,Basic,38.91,2,Yes
CUST_00445,2023-03-05,2023-10-12,Premium,144.14,8,Yes
CUST_00446,2023-08-15,2024-06-30,Standard,55.7,24,Yes
CUST_00447,2023-05-26,2024-01-20,Basic,29.98,17,Yes
CUST_00448,2023-05-25,2023-05-27,Standard,78.36,1,Yes
CUST_00449,2023-04-14,2023-06-08,Premium,125.0,8,Yes
CUST_00450,2022-02-21,2022-11-01,Basic,31.95,10,Yes
CUST_00451,2023-11-20,2024-04-14,Premium,122.2,16,Yes
CUST_00452,2023-03-18,2023-05-24,Basic,34.55,5,Yes
CUST_00453,2023-01-10,2023-02-04,Standard,51.53,2,Yes
CUST_00454,2022-07-19,2023-04-28,Premium,107.32,12,Yes
CUST_00455,2023-06-01,2024-06-26,Standard,66.5,15,Yes
CUST_00456,2023-11-28,2024-03-28,Premium,97.72,20,Yes
CUST_00457,2023-02-08,2023-07-31,Basic,31.16,12,Yes
CUST_00458,2022-05-28,2022-10-29,Standard,65.27,7,Yes
CUST_00459,2022-02-11,2022-02-13,Premium,98.22,2,Yes
CUST_00460,2023-05-01,2023-12-20,Standard,54.47,17,Yes
CUST_00461,2022-05-24,2023-04-02,Premium,109.11,11,Yes
CUST_00462,2023-09-24,2024-07-26,Standard,67.81,24,Yes
CUST_00463,2023-06-06,2024-10-19,Premium,132.52,18,Yes
CUST_00464,2023-05-02,2023-05-13,Standard,59.94,1,Yes
CUST_00465,2023-03-03,2024-01-12,Basic,35.94,19,Yes
CUST_00466,2023-12-06,2024-01-02,Premium,125.81,21,Yes
CUST_00467,2023-11-03,2024-06-23,Standard,71.64,19,Yes
CUST_00468,2023-05-07,2023-09-18,Premium,127.74,6,Yes
CUST_00469,2023-01-25,2023-03-28,Premium,91.89,5,Yes
CUST_00470,2022-04-23,2022-04-27,Premium,116.46,7,Yes
CUST_00471,2022-06-05,2023-05-24,Standard,56.12,14,Yes
CUST_00472,2023-09-19,2024-12-08,Premium,140.9,16,Yes
CUST_00473,2022-03-05,2022-07-24,Premium,121.12,23,Yes
CUST_00474,2022-11-29,2024-04-01,Premium,121.53,22,Yes
CUST_00475,2022-06-27,2023-03-26,Standard,60.27,15,Yes
CUST_00476,2023-11-24,2025-10-21,Standard,69.3,24,Yes
CUST_00477,2022-09-28,2024-02-05,Premium,101.54,20,Yes
CUST_00478,2022-10-13,2023-08-14,Basic,24.5,18,Yes
CUST_00479,2022-10-23,2023-05-23,Standard,70.71,23,Yes
CUST_00480,2022-11-21,2023-05-18,Standard,66.81,16,Yes
CUST_00481,2022-10-08,2022-12-09,Premium,124.41,10,Yes
CUST_00482,2023-01-24,2023-07-19,Premium,147.28,13,Yes
CUST_00483,2022-10-25,2022-11-12,Basic,39.11,2,Yes
CUST_00484,2022-12-21,2023-11-21,Basic,25.13,15,Yes
CUST_00485,2022-08-08,2022-12-23,Standard,58.13,7,Yes
CUST_00486,2023-12-14,2024-02-22,Premium,96.55,9,Yes
CUST_00487,2023-08-24,2023-10-25,Premium,93.05,8,Yes
CUST_00488,2022-08-20,2023-04-15,Premium,93.15,21,Yes
CUST_00489,2022-12-05,2024-04-01,Standard,53.02,23,Yes
CUST_00490,2022-01-06,2022-06-16,Basic,28.14,18,Yes
CUST_00491,2023-05-04,2023-11-24,Standard,72.68,21,Yes
CUST_00492,2022-11-25,2022-12-25,Standard,77.24,10,Yes
CUST_00493,2023-10-30,2024-06-23,Basic,30.7,19,Yes
CUST_00494,2022-02-08,2022-05-25,Premium,142.93,6,Yes
CUST_00495,2022-02-07,2022-10-18,Basic,23.73,13,Yes
CUST_00496,2022-10-24,2022-10-24,Premium,107.9,2,Yes
CUST_00497,2022-04-20,2022-09-12,Premium,117.26,11,Yes
CUST_00498,2023-07-11,2024-03-19,Premium,143.36,17,Yes
CUST_00499,2023-06-01,2023-10-18,Basic,23.86,15,Yes
CUST_00500,2022-12-05,2023-04-01,Basic,32.97,6,Yes
CUST_00501,2022-07-10,2022-08-02,Premium,110.23,1,Yes
CUST_00502,2023-08-05,2024-02-18,Standard,55.26,22,Yes
CUST_00503,2023-02-20,2023-11-10,Premium,109.68,14,Yes
CUST_00504,2023-11-17,2023-12-10,Standard,79.45,4,Yes
CUST_00505,2022-11-28,2022-11-29,Standard,57.82,8,Yes
CUST_00506,2023-04-03,2023-09-18,Basic,26.04,9,Yes
CUST_00507,2023-08-10,2023-08-18,Premium,129.22,1,Yes
CUST_00508,2022-08-30,2022-10-11,Premium,97.09,2,Yes
CUST_00509,2022-06-13,2023-05-30,Standard,65.08,13,Yes
CUST_00510,2022-11-15,2023-03-15,Premium,128.32,23,Yes
CUST_00511,2023-01-12,2023-08-26,Standard,56.57,20,Yes
CUST_00512,2023-05-05,2023-08-29,Basic,34.95,5,Yes
CUST_00513,2023-01-18,2024-01-12,Premium,122.95,14,Yes
CUST_00514,2023-07-05,2024-02-13,Standard,72.86,22,Yes
CUST_00515,2023-09-03,2023-11-09,Premium,116.8,3,Yes
CUST_00516,2023-01-06,2023-03-19,Premium,96.73,3,Yes
CUST_00517,2023-06-02,2023-10-26,Premium,122.2,7,Yes
CUST_00518,2022-12-02,2023-07-16,Basic,22.32,17,Yes
CUST_00519,2023-08-21,2023-10-06,Basic,37.98,16,Yes
CUST_00520,2022-02-26,2022-05-04,Standard,65.4,15,Yes
CUST_00521,2023-08-01,2023-09-05,Standard,63.87,2,Yes
CUST_00522,2022-01-23,2022-06-02,Standard,74.49,13,Yes
CUST_00523,2022-08-12,2022-10-25,Premium,92.72,19,Yes
CUST_00524,2023-12-19,2024-02-26,Standard,79.82,3,Yes
CUST_00525,2023-04-29,2023-05-17,Basic,28.18,2,Yes
CUST_00526,2023-10-19,2025-08-10,Basic,39.28,24,Yes
CUST_00527,2023-01-27,2024-04-16,Standard,77.51,15,Yes
CUST_00528,2023-01-20,2023-04-17,Standard,78.92,3,Yes
CUST_00529,2022-05-17,2023-05-08,Premium,97.12,21,Yes
CUST_00530,2023-02-07,2023-04-13,Premium,133.67,17,Yes
CUST_00531,2022-01-04,2022-01-13,Basic,29.26,1,Yes
CUST_00532,2023-07-12,2024-04-09,Premium,112.76,14,Yes
CUST_00533,2022-09-11,2023-03-07,Basic,23.1,15,Yes
CUST_00534,2022-04-26,2022-06-16,Basic,33.2,2,Yes
CUST_00535,2022-01-17,2022-03-10,Premium,94.04,8,Yes
CUST_00536,2022-02-04,2022-12-07,Premium,130.32,15,Yes
CUST_00537,2022-09-08,2022-10-23,Basic,28.05,24,Yes
CUST_00538,2023-07-07,2024-01-16,Basic,37.27,7,Yes
CUST_00539,2022-05-24,2023-10-14,Basic,25.79,17,Yes
CUST_00540,2023-08-13,2024-06-03,Premium,125.88,11,Yes
CUST_00541,2022-11-25,2023-02-10,Premium,142.58,8,Yes
CUST_00542,2023-06-18,2023-10-01,Premium,108.03,8,Yes
CUST_00543,2023-07-25,2024-01-20,Basic,32.52,19,Yes
CUST_00544,2023-07-24,2023-08-17,Standard,79.17,16,Yes
CUST_00545,2023-11-19,2024-08-13,Premium,109.12,13,Yes
CUST_00546,2023-02-23,2023-05-10,Standard,61.29,5,Yes
CUST_00547,2023-04-30,2023-12-03,Premium,103.52,8,Yes
CUST_00548,2022-05-28,2022-06-26,Premium,123.74,15,Yes
CUST_00549,2023-07-25,2023-10-01,Standard,61.65,17,Yes
CUST_00550,2022-07-28,2022-09-06,Standard,77.67,11,Yes
CUST_00551,2022-04-05,2022-10-17,Standard,51.55,18,Yes
CUST_00552,2023-11-21,2023-12-31,Standard,76.21,20,Yes
CUST_00553,2023-08-25,2025-07-12,Basic,31.18,24,Yes
CUST_00554,2022-08-02,2023-01-04,Standard,78.71,11,Yes
CUST_00555,2022-08-05,2023-02-10,Basic,22.35,7,Yes
CUST_00556,2022-09-06,2024-05-16,Standard,71.11,23,Yes
CUST_00557,2022-09-03,2023-07-29,Standard,73.27,18,Yes
CUST_00558,2023-04-23,2024-04-24,Standard,59.25,18,Yes
CUST_00559,2023-06-10,2024-02-03,Standard,52.96,16,Yes
CUST_00560,2023-04-26,2023-08-08,Premium,112.24,11,Yes
CUST_00561,2022-02-16,2022-09-30,Standard,72.24,19,Yes
CUST_00562,2022-09-25,2023-11-26,Basic,25.9,18,Yes
CUST_00563,2022-12-04,2023-03-11,Basic,31.4,8,Yes
CUST_00564,2023-05-27,2024-05-06,Basic,25.15,18,Yes
CUST_00565,2023-10-20,2025-03-05,Standard,63.82,24,Yes
CUST_00566,2022-12-27,2023-01-31,Premium,133.22,6,Yes
CUST_00567,2022-07-08,2022-09-06,Standard,65.72,18,Yes
CUST_00568,2023-11-16,2024-01-03,Basic,20.13,2,Yes
CUST_00569,2023-10-08,2023-10-25,Basic,34.14,8,Yes
CUST_00570,2022-08-12,2023-04-02,Basic,27.46,17,Yes
CUST_00571,2023-10-16,2025-07-08,Premium,144.77,22,Yes
CUST_00572,2023-05-15,2023-05-15,Premium,121.93,1,Yes
CUST_00573,2022-01-13,2022-01-29,Standard,71.67,1,Yes
CUST_00574,2022-10-21,2022-11-06,Premium,138.79,1,Yes
CUST_00575,2023-03-17,2023-04-13,Premium,145.08,6,Yes
CUST_00576,2022-06-02,2022-07-21,Premium,127.19,8,Yes
CUST_00577,2022-12-29,2023-07-20,Standard,52.37,9,Yes
CUST_00578,2023-04-16,2023-12-21,Standard,79.71,19,Yes
CUST_00579,2022-11-04,2023-01-25,Basic,33.07,22,Yes
CUST_00580,2022-02-02,2022-03-25,Premium,112.76,3,Yes
CUST_00581,2023-05-03,2023-06-12,Premium,90.57,2,Yes
CUST_00582,2022-03-26,2023-06-01,Basic,28.68,16,Yes
CUST_00583,2023-08-03,2023-11-25,Standard,65.84,4,Yes
CUST_00584,2022-08-24,2023-02-17,Basic,37.75,7,Yes
CUST_00585,2022-10-05,2022-12-03,Standard,52.23,2,Yes
CUST_00586,2023-07-11,2023-08-13,Standard,55.38,19,Yes
CUST_00587,2022-01-17,2022-06-16,Standard,54.33,7,Yes
CUST_00588,2023-02-12,2023-03-22,Premium,99.75,3,Yes
CUST_00589,2023-08-04,2024-07-15,Basic,37.93,13,Yes
CUST_00590,2023-01-29,2023-06-21,Standard,73.71,24,Yes
CUST_00591,2022-03-22,2023-04-07,Premium,148.46,17,Yes
CUST_00592,2022-04-11,2022-08-07,Basic,36.77,14,Yes
CUST_00593,2023-09-12,2024-10-22,Standard,79.07,20,Yes
CUST_00594,2022-01-31,2022-11-06,Standard,73.51,21,Yes
CUST_00595,2023-05-18,2023-08-17,Standard,66.59,8,Yes
CUST_00596,2023-03-19,2023-09-09,Standard,67.58,6,Yes
CUST_00597,2022-03-29,2023-01-25,Standard,73.94,20,Yes
CUST_00598,2022-03-17,2022-04-20,Premium,99.25,3,Yes
CUST_00599,2023-10-12,2024-01-19,Premium,109.0,5,Yes
CUST_00600,2022-04-04,2022-05-04,Basic,26.17,1,Yes
CUST_00601,2022-10-04,2022-10-20,Standard,52.62,4,Yes
CUST_00602,2023-04-05,2024-09-10,Standard,62.24,18,Yes
CUST_00603,2022-04-02,2023-01-10,Basic,21.86,12,Yes
CUST_00604,2022-11-29,2022-12-05,Premium,107.51,13,Yes
CUST_00605,2022-03-28,2023-10-21,Standard,77.16,24,Yes
CUST_00606,2023-08-09,2023-11-03,Basic,33.71,17,Yes
CUST_00607,2022-05-23,2022-10-24,Basic,25.37,9,Yes
CUST_00608,2022-03-06,2022-06-25,Basic,25.52,6,Yes
CUST_00609,2023-05-11,2023-06-26,Standard,57.55,3,Yes
CUST_00610,2023-10-03,2024-08-02,Basic,32.33,16,Yes
CUST_00611,2022-04-20,2022-07-06,Standard,50.2,5,Yes
CUST_00612,2022-12-07,2023-12-31,Standard,74.12,20,Yes
CUST_00613,2023-03-27,2023-11-02,Standard,74.46,11,Yes
CUST_00614,2023-09-01,2023-11-16,Premium,109.24,5,Yes
CUST_00615,2022-07-25,2023-01-01,Premium,100.66,16,Yes
CUST_00616,2022-11-23,2023-08-01,Standard,79.03,10,Yes
CUST_00617,2022-11-30,2023-04-22,Basic,36.33,13,Yes
CUST_00618,2023-01-09,2023-05-08,Standard,66.92,4,Yes
CUST_00619,2023-07-13,2024-01-03,Premium,136.06,6,Yes
CUST_00620,2023-04-18,2023-11-18,Basic,28.77,23,Yes
CUST_00621,2023-12-11,2024-02-01,Standard,70.19,3,Yes
CUST_00622,2023-10-11,2024-02-11,Basic,25.05,10,Yes
CUST_00623,2023-03-10,2023-04-16,Basic,28.98,13,Yes
CUST_00624,2023-05-06,2024-06-19,Premium,122.06,19,Yes
CUST_00625,2023-03-05,2023-04-11,Premium,137.44,18,Yes
CUST_00626,2023-12-20,2024-03-16,Standard,53.28,18,Yes
CUST_00627,2023-11-05,2024-11-02,Basic,23.33,22,Yes
CUST_00628,2022-02-15,2023-03-31,Premium,148.01,19,Yes
CUST_00629,2023-03-17,2023-03-18,Standard,52.96,4,Yes
CUST_00630,2023-06-07,2024-11-19,Basic,31.16,24,Yes
CUST_00631,2023-08-13,2023-12-05,Premium,112.45,8,Yes
CUST_00632,2023-11-27,2025-04-22,Standard,54.52,19,Yes
CUST_00633,2023-05-10,2023-06-16,Basic,28.32,4,Yes
CUST_00634,2022-04-29,2022-09-21,Basic,26.97,24,Yes
CUST_00635,2023-04-12,2023-08-23,Standard,64.49,7,Yes
CUST_00636,2022-04-10,2023-04-14,Standard,70.9,15,Yes
CUST_00637,2022-03-10,2022-04-01,Standard,74.31,10,Yes
CUST_00638,2022-01-24,2022-03-20,Basic,33.54,11,Yes
CUST_00639,2022-09-07,2022-12-05,Basic,31.04,17,Yes
CUST_00640,2023-07-28,2024-03-20,Standard,56.96,14,Yes
CUST_00641,2023-10-07,2023-11-23,Standard,69.21,6,Yes
CUST_00642,2023-02-10,2023-03-05,Standard,68.42,1,Yes
CUST_00643,2023-04-06,2024-06-18,Basic,27.78,19,Yes
CUST_00644,2022-08-08,2022-10-18,Premium,135.14,7,Yes
CUST_00645,2023-08-15,2023-11-25,Basic,37.44,4,Yes
CUST_00646,2023-01-10,2023-04-20,Basic,29.15,11,Yes
CUST_00647,2023-11-18,2024-08-14,Standard,78.98,16,Yes
CUST_00648,2023-09-04,2024-07-12,Standard,61.78,13,Yes
CUST_00649,2022-12-23,2023-08-14,Basic,32.35,12,Yes
CUST_00650,2023-12-24,2024-02-05,Premium,130.33,10,Yes
CUST_00651,2022-05-01,2022-07-18,Standard,53.51,8,Yes
CUST_00652,2023-12-12,2024-04-20,Standard,61.65,5,Yes
CUST_00653,2022-05-22,2023-06-18,Premium,115.38,19,Yes
CUST_00654,2023-10-13,2024-04-07,Standard,66.65,18,Yes
CUST_00655,2022-10-23,2022-12-09,Standard,59.44,5,Yes
CUST_00656,2023-09-27,2023-11-21,Standard,60.77,2,Yes
CUST_00657,2023-05-12,2023-06-30,Basic,36.3,5,Yes
CUST_00658,2023-06-02,2024-10-20,Premium,114.55,21,Yes
CUST_00659,2023-03-02,2024-05-29,Standard,64.66,23,Yes
CUST_00660,2023-08-02,2023-08-27,Basic,35.22,1,Yes
CUST_00661,2022-02-03,2022-05-29,Standard,66.13,9,Yes
CUST_00662,2023-04-14,2024-09-02,Basic,30.99,19,Yes
CUST_00663,2023-08-10,2023-09-13,Basic,35.5,4,Yes
CUST_00664,2023-07-10,2023-08-27,Standard,71.57,2,Yes
CUST_00665,2022-08-12,2022-10-03,Premium,134.16,14,Yes
CUST_00666,2022-09-11,2022-09-27,Premium,116.98,10,Yes
CUST_00667,2022-03-31,2023-06-17,Standard,79.82,15,Yes
CUST_00668,2022-08-03,2024-03-27,Basic,33.78,24,Yes
CUST_00669,2023-09-17,2024-11-28,Premium,99.96,21,Yes
CUST_00670,2022-07-31,2023-02-22,Basic,21.19,7,Yes
CUST_00671,2023-06-30,2023-09-24,Standard,59.71,9,Yes
CUST_00672,2022-10-27,2023-08-16,Premium,106.04,10,Yes
CUST_00673,2023-11-27,2023-12-14,Premium,147.77,4,Yes
CUST_00674,2022-03-02,2022-05-05,Standard,71.04,9,Yes
CUST_00675,2022-09-13,2022-12-04,Basic,36.57,5,Yes
CUST_00676,2023-02-07,2023-04-20,Premium,124.65,16,Yes
CUST_00677,2023-10-05,2024-04-14,Standard,63.56,14,Yes
CUST_00678,2022-04-06,2022-12-25,Premium,134.99,13,Yes
CUST_00679,2023-01-13,2023-09-19,Premium,109.64,15,Yes
CUST_00680,2022-04-06,2023-07-19,Basic,32.7,24,Yes
CUST_00681,2023-01-02,2023-03-11,Premium,113.86,3,Yes
CUST_00682,2022-08-05,2022-12-20,Standard,59.69,16,Yes
CUST_00683,2022-12-12,2023-04-24,Standard,66.98,18,Yes
CUST_00684,2022-12-18,2023-02-05,Standard,51.38,22,Yes
CUST_00685,2023-04-16,2023-04-19,Premium,145.77,1,Yes
CUST_00686,2023-03-28,2023-03-28,Basic,39.84,15,Yes
CUST_00687,2022-07-27,2022-12-09,Standard,76.46,23,Yes
CUST_00688,2022-06-12,2022-07-29,Standard,69.64,9,Yes
CUST_00689,2022-03-26,2023-03-01,Standard,77.11,12,Yes
CUST_00690,2022-02-23,2023-01-09,Basic,26.11,13,Yes
CUST_00691,2022-08-28,2023-07-29,Premium,95.47,14,Yes
CUST_00692,2022-01-02,2022-05-04,Basic,21.56,7,Yes
CUST_00693,2022-08-20,2023-08-03,Premium,116.7,17,Yes
CUST_00694,2023-12-14,2024-02-13,Basic,39.76,11,Yes
CUST_00695,2023-12-12,2024-04-12,Standard,52.12,5,Yes
CUST_00696,2022-04-02,2022-07-15,Standard,53.1,24,Yes
CUST_00697,2022-11-03,2023-02-08,Standard,73.2,5,Yes
CUST_00698,2023-10-19,2024-03-13,Basic,21.37,22,Yes
CUST_00699,2022-01-09,2022-06-26,Premium,116.41,20,Yes
CUST_00700,2022-08-07,2023-01-09,Premium,145.19,21,Yes
CUST_00701,2023-12-05,2025-02-17,Premium,103.03,15,Yes
CUST_00702,2022-05-24,2022-08-07,Basic,34.6,4,Yes
CUST_00703,2023-03-16,2023-05-26,Standard,57.43,11,Yes
CUST_00704,2022-03-28,2022-08-16,Premium,126.06,8,Yes
CUST_00705,2023-09-15,2023-09-28,Premium,140.87,10,Yes
CUST_00706,2022-11-05,2023-03-17,Premium,126.42,7,Yes
CUST_00707,2023-02-06,2023-03-05,Basic,35.68,10,Yes
CUST_00708,2023-05-22,2023-07-18,Basic,24.82,13,Yes
CUST_00709,2023-09-01,2023-11-07,Premium,143.32,3,Yes
CUST_00710,2023-01-05,2023-03-13,Basic,27.74,11,Yes
CUST_00711,2023-03-07,2023-12-11,Premium,130.98,12,Yes
CUST_00712,2022-03-16,2022-04-03,Standard,52.03,1,Yes
CUST_00713,2022-08-09,2022-10-07,Standard,51.81,2,Yes
CUST_00714,2023-06-03,2024-02-14,Standard,73.01,10,Yes
CUST_00715,2023-12-20,2024-01-31,Standard,69.22,13,Yes
CUST_00716,2023-09-23,2023-12-03,Premium,95.02,5,Yes
CUST_00717,2023-06-08,2023-12-31,Basic,23.11,7,Yes
CUST_00718,2023-02-05,2023-04-13,Standard,59.31,19,Yes
CUST_00719,2022-09-02,2022-09-17,Standard,52.59,2,Yes
CUST_00720,2022-04-29,2023-03-08,Standard,68.26,15,Yes
CUST_00721,2023-11-14,2025-09-17,Standard,72.22,24,Yes
CUST_00722,2022-01-13,2022-06-02,Basic,34.03,23,Yes
CUST_00723,2023-05-24,2024-02-15,Basic,30.34,12,Yes
CUST_00724,2022-09-23,2022-12-27,Premium,97.62,6,Yes
CUST_00725,2022-05-01,2022-05-11,Standard,74.21,1,Yes
CUST_00726,2023-06-21,2023-07-24,Standard,71.37,3,Yes
CUST_00727,2023-10-05,2023-12-07,Premium,117.31,3,Yes
CUST_00728,2022-02-26,2023-05-11,Standard,67.01,16,Yes
CUST_00729,2022-06-11,2022-08-02,Standard,76.83,9,Yes
CUST_00730,2022-04-29,2022-11-04,Premium,120.53,8,Yes
CUST_00731,2022-01-13,2022-01-24,Basic,29.44,8,Yes
CUST_00732,2022-06-03,2022-06-12,Standard,66.59,6,Yes
CUST_00733,2023-11-03,2024-02-25,Premium,109.31,14,Yes
CUST_00734,2022-11-24,2023-01-02,Standard,67.15,9,Yes
CUST_00735,2023-05-30,2023-07-22,Basic,23.59,22,Yes
CUST_00736,2022-02-17,2022-03-24,Premium,142.62,13,Yes
CUST_00737,2022-11-15,2022-12-29,Standard,66.59,11,Yes
CUST_00738,2023-01-13,2023-03-28,Basic,31.28,7,Yes
CUST_00739,2023-09-30,2024-01-26,Standard,61.05,8,Yes
CUST_00740,2022-07-20,2024-01-30,Standard,72.81,24,Yes
CUST_00741,2022-06-04,2022-07-03,Basic,28.2,1,Yes
CUST_00742,2023-07-09,2024-05-29,Basic,36.79,12,Yes
CUST_00743,2022-12-10,2023-01-03,Basic,33.15,1,Yes
CUST_00744,2022-11-11,2022-12-07,Premium,121.79,4,Yes
CUST_00745,2023-03-06,2023-04-05,Basic,39.45,16,Yes
CUST_00746,2023-12-30,2024-02-15,Basic,20.88,9,Yes
CUST_00747,2023-06-17,2024-06-09,Basic,37.91,14,Yes
CUST_00748,2022-03-28,2022-07-03,Standard,65.16,19,Yes
CUST_00749,2023-02-08,2023-04-24,Premium,124.07,3,Yes
CUST_00750,2023-11-10,2024-01-09,Standard,58.75,5,Yes
CUST_00751,2023-02-07,2024-01-07,Standard,59.54,23,Yes
CUST_00752,2022-08-28,2022-09-22,Standard,54.08,3,Yes
CUST_00753,2022-04-22,2022-05-19,Premium,99.86,5,Yes
CUST_00754,2022-11-18,2023-01-18,Standard,66.08,14,Yes
CUST_00755,2023-04-08,2023-12-01,Basic,25.3,10,Yes
CUST_00756,2022-04-03,2022-09-25,Basic,26.08,6,Yes
CUST_00757,2023-12-15,2024-01-25,Premium,102.9,20,Yes
CUST_00758,2022-06-01,2022-07-02,Standard,79.05,3,Yes
CUST_00759,2023-06-10,2023-07-23,Standard,58.97,2,Yes
CUST_00760,2022-02-01,2022-09-20,Basic,31.12,13,Yes
CUST_00761,2022-09-13,2022-11-11,Premium,96.11,4,Yes
CUST_00762,2022-05-05,2022-05-06,Basic,36.61,1,Yes
CUST_00763,2022-05-14,2022-12-10,Basic,28.01,7,Yes
CUST_00764,2023-10-08,2024-01-02,Premium,124.94,21,Yes
CUST_00765,2022-03-18,2022-03-20,Standard,55.93,1,Yes
CUST_00766,2023-03-31,2023-04-23,Premium,144.3,5,Yes
CUST_00767,2022-05-06,2022-07-05,Standard,63.83,2,Yes
CUST_00768,2023-08-11,2024-10-04,Basic,34.49,14,Yes
CUST_00769,2022-01-31,2023-01-15,Standard,62.8,13,Yes
CUST_00770,2022-08-08,2022-10-17,Standard,58.4,6,Yes
CUST_00771,2022-02-05,2022-10-14,Basic,32.95,20,Yes
CUST_00772,2023-02-26,2024-06-30,Standard,51.83,18,Yes
CUST_00773,2023-01-28,2023-05-15,Standard,55.98,5,Yes
CUST_00774,2022-09-13,2024-03-22,Premium,137.69,21,Yes
CUST_00775,2023-01-03,2023-10-08,Standard,73.44,16,Yes
CUST_00776,2023-08-03,2024-01-14,Standard,61.65,17,Yes
CUST_00777,2022-01-27,2022-11-28,Basic,24.38,11,Yes
CUST_00778,2022-03-01,2022-11-27,Standard,60.72,16,Yes
CUST_00779,2022-08-27,2022-09-21,Premium,104.87,6,Yes
CUST_00780,2022-09-30,2022-11-26,Basic,35.28,18,Yes
CUST_00781,2023-08-13,2024-02-10,Basic,38.7,13,Yes
CUST_00782,2022-06-30,2022-11-28,Basic,26.36,8,Yes
CUST_00783,2023-12-16,2024-10-13,Premium,91.69,12,Yes
CUST_00784,2022-12-27,2023-05-21,Premium,123.79,19,Yes
CUST_00785,2023-05-20,2024-03-31,Basic,23.51,18,Yes
CUST_00786,2022-04-03,2022-04-17,Basic,32.03,2,Yes
CUST_00787,2023-06-24,2023-06-24,Basic,26.63,16,Yes
CUST_00788,2022-07-26,2022-10-21,Premium,133.02,5,Yes
CUST_00789,2022-03-02,2022-03-06,Standard,67.6,1,Yes
CUST_00790,2022-04-24,2023-07-08,Basic,27.3,17,Yes
CUST_00791,2023-01-18,2024-11-26,Basic,27.91,23,Yes
CUST_00792,2022-12-11,2023-05-25,Basic,22.73,10,Yes
CUST_00793,2023-03-24,2024-08-03,Basic,32.98,21,Yes
CUST_00794,2023-12-26,2024-12-25,Basic,24.46,18,Yes
CUST_00795,2022-06-29,2022-12-03,Premium,134.04,13,Yes
